benchmark_set	population	reference_method	comparator_method	metric	higher_is_better	n_complexes	n_paired_contributing	estimate_reference_minus_comparator	ci95_reference_minus_comparator_low	ci95_reference_minus_comparator_high	estimate_favorable_to_reference	ci95_favorable_low	ci95_favorable_high	bootstrap_draws_requested	bootstrap_draws_defined	bootstrap_seed
Ruiz52	full	SurfNA-scorer0	rDock-26.05-alpha	top5_success_rate	True	52	52	0.07692307692307693	0.0	0.17307692307692307	0.07692307692307693	0.0	0.17307692307692307	10000	10000	20261106
Ruiz52	full	SurfNA-scorer0	rDock-26.05-alpha	mrr_first_lt2	True	52	52	0.14904158875312723	0.03743367352021198	0.26189101825880673	0.14904158875312723	0.03743367352021198	0.26189101825880673	10000	10000	20261106
Ruiz52	full	SurfNA-scorer0	rDock-26.05-alpha	ndcg_at_10	True	52	52	0.13488735400202506	0.06316957985951652	0.206734394074955	0.13488735400202506	0.06316957985951652	0.206734394074955	10000	10000	20261106
Ruiz52	full	SurfNA-scorer0	rDock-26.05-alpha	mean_regret_A_scored	False	52	52	-1.1836717514602442	-1.9776151740876282	-0.4097305406456724	1.1836717514602442	0.40973054064567227	1.977615174087628	10000	10000	20261106
Ruiz52	full	SurfNA-scorer0	rDock-26.05-alpha	complex_failure_rate	False	52	52	0.0	0.0	0.0	-0.0	-0.0	-0.0	10000	10000	20261106
Ruiz52	full	SurfNA-scorer0	rDock-26.05-alpha	pose_score_failure_rate	False	52	52	0.0	0.0	0.0	-0.0	-0.0	-0.0	10000	10000	20261106
Ruiz52	rankable_lt2	SurfNA-scorer0	AutoDock-Vina-1.2.7	top1_success_rate	True	32	32	0.25	0.0	0.5	0.25	0.0	0.5	10000	10000	20261107
Ruiz52	rankable_lt2	SurfNA-scorer0	AutoDock-Vina-1.2.7	top3_success_rate	True	32	32	0.1875	0.0	0.375	0.1875	0.0	0.375	10000	10000	20261107
Ruiz52	rankable_lt2	SurfNA-scorer0	AutoDock-Vina-1.2.7	top5_success_rate	True	32	32	0.09375	-0.09375	0.28125	0.09375	-0.09375	0.28125	10000	10000	20261107
Ruiz52	rankable_lt2	SurfNA-scorer0	AutoDock-Vina-1.2.7	mrr_first_lt2	True	32	32	0.19383249273874276	0.00869596491471492	0.368201071353415	0.19383249273874276	0.00869596491471492	0.368201071353415	10000	10000	20261107
Ruiz52	rankable_lt2	SurfNA-scorer0	AutoDock-Vina-1.2.7	ndcg_at_10	True	32	32	0.16444677583177844	0.07323586806963063	0.25527221451135124	0.16444677583177844	0.07323586806963063	0.25527221451135124	10000	10000	20261107
Ruiz52	rankable_lt2	SurfNA-scorer0	AutoDock-Vina-1.2.7	mean_regret_A_scored	False	32	31	-1.078663028817884	-1.9967867480297932	-0.23143130823327565	1.078663028817884	0.2314313082332756	1.9967867480297932	10000	10000	20261107
Ruiz52	rankable_lt2	SurfNA-scorer0	AutoDock-Vina-1.2.7	complex_failure_rate	False	32	32	-0.03125	-0.09375	0.0	0.03125	-0.0	0.09375	10000	10000	20261107
Ruiz52	rankable_lt2	SurfNA-scorer0	AutoDock-Vina-1.2.7	pose_score_failure_rate	False	32	32	-0.03203125	-0.0953125	0.0	0.03203125	-0.0	0.0953125	10000	10000	20261107
Ruiz52	rankable_lt2	SurfNA-scorer0	PLANTS-CHEMPLP-1.2	top1_success_rate	True	32	32	0.15625	-0.0625	0.375	0.15625	-0.0625	0.375	10000	10000	20261107
Ruiz52	rankable_lt2	SurfNA-scorer0	PLANTS-CHEMPLP-1.2	top3_success_rate	True	32	32	0.0625	-0.09375	0.21875	0.0625	-0.09375	0.21875	10000	10000	20261107
Ruiz52	rankable_lt2	SurfNA-scorer0	PLANTS-CHEMPLP-1.2	top5_success_rate	True	32	32	0.0	-0.125	0.125	0.0	-0.125	0.125	10000	10000	20261107
Ruiz52	rankable_lt2	SurfNA-scorer0	PLANTS-CHEMPLP-1.2	mrr_first_lt2	True	32	32	0.09884106055981057	-0.04282468616452992	0.2395565213143338	0.09884106055981057	-0.04282468616452992	0.2395565213143338	10000	10000	20261107
Ruiz52	rankable_lt2	SurfNA-scorer0	PLANTS-CHEMPLP-1.2	ndcg_at_10	True	32	32	0.13207085392617207	0.05427504101046395	0.21235715200642308	0.13207085392617207	0.05427504101046395	0.21235715200642308	10000	10000	20261107
Ruiz52	rankable_lt2	SurfNA-scorer0	PLANTS-CHEMPLP-1.2	mean_regret_A_scored	False	32	31	-0.9339825674650273	-1.7714918726568025	-0.19304282694552505	0.9339825674650273	0.19304282694552496	1.771491872656802	10000	10000	20261107
Ruiz52	rankable_lt2	SurfNA-scorer0	PLANTS-CHEMPLP-1.2	complex_failure_rate	False	32	32	-0.03125	-0.09375	0.0	0.03125	-0.0	0.09375	10000	10000	20261107
Ruiz52	rankable_lt2	SurfNA-scorer0	PLANTS-CHEMPLP-1.2	pose_score_failure_rate	False	32	32	-0.03125	-0.09375	0.0	0.03125	-0.0	0.09375	10000	10000	20261107
Ruiz52	rankable_lt2	SurfNA-scorer0	rDock-26.05-alpha	top1_success_rate	True	32	32	0.3125	0.0625	0.5625	0.3125	0.0625	0.5625	10000	10000	20261107
Ruiz52	rankable_lt2	SurfNA-scorer0	rDock-26.05-alpha	top3_success_rate	True	32	32	0.28125	0.09375	0.46875	0.28125	0.09375	0.46875	10000	10000	20261107
Ruiz52	rankable_lt2	SurfNA-scorer0	rDock-26.05-alpha	top5_success_rate	True	32	32	0.125	0.0	0.28125	0.125	0.0	0.28125	10000	10000	20261107
Ruiz52	rankable_lt2	SurfNA-scorer0	rDock-26.05-alpha	mrr_first_lt2	True	32	32	0.24219258172383173	0.06714682351791727	0.4129936372944185	0.24219258172383173	0.06714682351791727	0.4129936372944185	10000	10000	20261107
Ruiz52	rankable_lt2	SurfNA-scorer0	rDock-26.05-alpha	ndcg_at_10	True	32	32	0.1609397576990019	0.06868678561481105	0.2563492304353727	0.1609397576990019	0.06868678561481105	0.2563492304353727	10000	10000	20261107
Ruiz52	rankable_lt2	SurfNA-scorer0	rDock-26.05-alpha	mean_regret_A_scored	False	32	32	-1.809318021223001	-2.8432937481218388	-0.809516326491563	1.809318021223001	0.8095163264915628	2.8432937481218374	10000	10000	20261107
Ruiz52	rankable_lt2	SurfNA-scorer0	rDock-26.05-alpha	complex_failure_rate	False	32	32	0.0	0.0	0.0	-0.0	-0.0	-0.0	10000	10000	20261107
Ruiz52	rankable_lt2	SurfNA-scorer0	rDock-26.05-alpha	pose_score_failure_rate	False	32	32	0.0	0.0	0.0	-0.0	-0.0	-0.0	10000	10000	20261107
Chen52	full	SurfNA-scorer0	AutoDock-Vina-1.2.7	top1_success_rate	True	52	52	0.15384615384615385	0.0	0.3269230769230769	0.15384615384615385	0.0	0.3269230769230769	10000	10000	20261206
Chen52	full	SurfNA-scorer0	AutoDock-Vina-1.2.7	top3_success_rate	True	52	52	0.15384615384615385	0.038461538461538464	0.28846153846153844	0.15384615384615385	0.038461538461538464	0.28846153846153844	10000	10000	20261206
Chen52	full	SurfNA-scorer0	AutoDock-Vina-1.2.7	top5_success_rate	True	52	52	0.11538461538461539	0.0	0.25	0.11538461538461539	0.0	0.25	10000	10000	20261206
Chen52	full	SurfNA-scorer0	AutoDock-Vina-1.2.7	mrr_first_lt2	True	52	52	0.130825545537084	0.015489719326257784	0.24989030947684787	0.130825545537084	0.015489719326257784	0.24989030947684787	10000	10000	20261206
Chen52	full	SurfNA-scorer0	AutoDock-Vina-1.2.7	ndcg_at_10	True	52	52	0.10575287663400222	0.03500925240460408	0.1808513819019532	0.10575287663400222	0.03500925240460408	0.1808513819019532	10000	10000	20261206
Chen52	full	SurfNA-scorer0	AutoDock-Vina-1.2.7	mean_regret_A_scored	False	52	51	-0.6493571013978464	-1.2507190006229554	-0.10347323661683372	0.6493571013978464	0.10347323661683348	1.2507190006229554	10000	10000	20261206
Chen52	full	SurfNA-scorer0	AutoDock-Vina-1.2.7	complex_failure_rate	False	52	52	-0.019230769230769232	-0.057692307692307696	0.0	0.019230769230769232	-0.0	0.057692307692307696	10000	10000	20261206
Chen52	full	SurfNA-scorer0	AutoDock-Vina-1.2.7	pose_score_failure_rate	False	52	52	-0.02355769230769231	-0.06346153846153847	-0.0014423076923076926	0.02355769230769231	0.0014423076923076926	0.06346153846153847	10000	10000	20261206
Chen52	full	SurfNA-scorer0	PLANTS-CHEMPLP-1.2	top1_success_rate	True	52	52	0.17307692307692307	0.0	0.34615384615384615	0.17307692307692307	0.0	0.34615384615384615	10000	10000	20261206
Chen52	full	SurfNA-scorer0	PLANTS-CHEMPLP-1.2	top3_success_rate	True	52	52	0.17307692307692307	0.038461538461538464	0.3076923076923077	0.17307692307692307	0.038461538461538464	0.3076923076923077	10000	10000	20261206
Chen52	full	SurfNA-scorer0	PLANTS-CHEMPLP-1.2	top5_success_rate	True	52	52	0.09615384615384616	-0.019230769230769232	0.21153846153846154	0.09615384615384616	-0.019230769230769232	0.21153846153846154	10000	10000	20261206
Chen52	full	SurfNA-scorer0	PLANTS-CHEMPLP-1.2	mrr_first_lt2	True	52	52	0.15110027081180927	0.034093504430042894	0.27281695156695146	0.15110027081180927	0.034093504430042894	0.27281695156695146	10000	10000	20261206
Chen52	full	SurfNA-scorer0	PLANTS-CHEMPLP-1.2	ndcg_at_10	True	52	52	0.11524601812429223	0.03125162152458014	0.20245922789160545	0.11524601812429223	0.03125162152458014	0.20245922789160545	10000	10000	20261206
Chen52	full	SurfNA-scorer0	PLANTS-CHEMPLP-1.2	mean_regret_A_scored	False	52	49	-0.6103975199057152	-1.3192119777614426	0.07881222253787148	0.6103975199057152	-0.07881222253787165	1.3192119777614426	10000	10000	20261206
Chen52	full	SurfNA-scorer0	PLANTS-CHEMPLP-1.2	complex_failure_rate	False	52	52	-0.057692307692307696	-0.1346153846153846	0.0	0.057692307692307696	-0.0	0.1346153846153846	10000	10000	20261206
Chen52	full	SurfNA-scorer0	PLANTS-CHEMPLP-1.2	pose_score_failure_rate	False	52	52	-0.057692307692307696	-0.1346153846153846	0.0	0.057692307692307696	-0.0	0.1346153846153846	10000	10000	20261206
Chen52	full	SurfNA-scorer0	rDock-26.05-alpha	top1_success_rate	True	52	52	0.21153846153846154	0.07692307692307693	0.36538461538461536	0.21153846153846154	0.07692307692307693	0.36538461538461536	10000	10000	20261206
Chen52	full	SurfNA-scorer0	rDock-26.05-alpha	top3_success_rate	True	52	52	0.21153846153846154	0.09615384615384616	0.34615384615384615	0.21153846153846154	0.09615384615384616	0.34615384615384615	10000	10000	20261206
Chen52	full	SurfNA-scorer0	rDock-26.05-alpha	top5_success_rate	True	52	52	0.1346153846153846	0.038461538461538464	0.25	0.1346153846153846	0.038461538461538464	0.25	10000	10000	20261206
Chen52	full	SurfNA-scorer0	rDock-26.05-alpha	mrr_first_lt2	True	52	52	0.17287706700037017	0.07196671033633703	0.28107448596631285	0.17287706700037017	0.07196671033633703	0.28107448596631285	10000	10000	20261206
Chen52	full	SurfNA-scorer0	rDock-26.05-alpha	ndcg_at_10	True	52	52	0.09035031836845182	0.01703278572837863	0.1683627361822757	0.09035031836845182	0.01703278572837863	0.1683627361822757	10000	10000	20261206
Chen52	full	SurfNA-scorer0	rDock-26.05-alpha	mean_regret_A_scored	False	52	52	-0.962039556420864	-1.6624041926106377	-0.31172994987525615	0.962039556420864	0.3117299498752562	1.6624041926106365	10000	10000	20261206
Chen52	full	SurfNA-scorer0	rDock-26.05-alpha	complex_failure_rate	False	52	52	0.0	0.0	0.0	-0.0	-0.0	-0.0	10000	10000	20261206
Chen52	full	SurfNA-scorer0	rDock-26.05-alpha	pose_score_failure_rate	False	52	52	0.0	0.0	0.0	-0.0	-0.0	-0.0	10000	10000	20261206
Chen52	rankable_lt2	SurfNA-scorer0	AutoDock-Vina-1.2.7	top1_success_rate	True	38	38	0.21052631578947367	0.0	0.42105263157894735	0.21052631578947367	0.0	0.42105263157894735	10000	10000	20261207
Chen52	rankable_lt2	SurfNA-scorer0	AutoDock-Vina-1.2.7	top3_success_rate	True	38	38	0.21052631578947367	0.05263157894736842	0.3684210526315789	0.21052631578947367	0.05263157894736842	0.3684210526315789	10000	10000	20261207
Chen52	rankable_lt2	SurfNA-scorer0	AutoDock-Vina-1.2.7	top5_success_rate	True	38	38	0.15789473684210525	0.0	0.34210526315789475	0.15789473684210525	0.0	0.34210526315789475	10000	10000	20261207
Chen52	rankable_lt2	SurfNA-scorer0	AutoDock-Vina-1.2.7	mrr_first_lt2	True	38	38	0.17902443073495705	0.019640954683717834	0.3302053049289891	0.17902443073495705	0.019640954683717834	0.3302053049289891	10000	10000	20261207
Chen52	rankable_lt2	SurfNA-scorer0	AutoDock-Vina-1.2.7	ndcg_at_10	True	38	38	0.16339127792898162	0.07517730297639921	0.2539483091312517	0.16339127792898162	0.07517730297639921	0.2539483091312517	10000	10000	20261207
Chen52	rankable_lt2	SurfNA-scorer0	AutoDock-Vina-1.2.7	mean_regret_A_scored	False	38	37	-0.9773213885367338	-1.7359343150750617	-0.23169693799904353	0.9773213885367338	0.231696937999043	1.7359343150750608	10000	10000	20261207
Chen52	rankable_lt2	SurfNA-scorer0	AutoDock-Vina-1.2.7	complex_failure_rate	False	38	38	-0.02631578947368421	-0.07894736842105263	0.0	0.02631578947368421	-0.0	0.07894736842105263	10000	10000	20261207
Chen52	rankable_lt2	SurfNA-scorer0	AutoDock-Vina-1.2.7	pose_score_failure_rate	False	38	38	-0.03026315789473684	-0.08486842105263155	-0.0013157894736842105	0.03026315789473684	0.0013157894736842105	0.08486842105263155	10000	10000	20261207
Chen52	rankable_lt2	SurfNA-scorer0	PLANTS-CHEMPLP-1.2	top1_success_rate	True	38	38	0.23684210526315788	0.0	0.47368421052631576	0.23684210526315788	0.0	0.47368421052631576	10000	10000	20261207
Chen52	rankable_lt2	SurfNA-scorer0	PLANTS-CHEMPLP-1.2	top3_success_rate	True	38	38	0.23684210526315788	0.05263157894736842	0.42105263157894735	0.23684210526315788	0.05263157894736842	0.42105263157894735	10000	10000	20261207
Chen52	rankable_lt2	SurfNA-scorer0	PLANTS-CHEMPLP-1.2	top5_success_rate	True	38	38	0.13157894736842105	-0.02631578947368421	0.2894736842105263	0.13157894736842105	-0.02631578947368421	0.2894736842105263	10000	10000	20261207
Chen52	rankable_lt2	SurfNA-scorer0	PLANTS-CHEMPLP-1.2	mrr_first_lt2	True	38	38	0.2067687916372127	0.042899355761197855	0.36666457811194647	0.2067687916372127	0.042899355761197855	0.36666457811194647	10000	10000	20261207
Chen52	rankable_lt2	SurfNA-scorer0	PLANTS-CHEMPLP-1.2	ndcg_at_10	True	38	38	0.16756430568664943	0.06705013678328438	0.27051986182202153	0.16756430568664943	0.06705013678328438	0.27051986182202153	10000	10000	20261207
Chen52	rankable_lt2	SurfNA-scorer0	PLANTS-CHEMPLP-1.2	mean_regret_A_scored	False	38	35	-0.7376673928675237	-1.5522259883968341	0.030068862276531022	0.7376673928675237	-0.030068862276531053	1.552225988396834	10000	10000	20261207
Chen52	rankable_lt2	SurfNA-scorer0	PLANTS-CHEMPLP-1.2	complex_failure_rate	False	38	38	-0.07894736842105263	-0.15789473684210525	0.0	0.07894736842105263	-0.0	0.15789473684210525	10000	10000	20261207
Chen52	rankable_lt2	SurfNA-scorer0	PLANTS-CHEMPLP-1.2	pose_score_failure_rate	False	38	38	-0.07894736842105263	-0.15789473684210525	0.0	0.07894736842105263	-0.0	0.15789473684210525	10000	10000	20261207
Chen52	rankable_lt2	SurfNA-scorer0	rDock-26.05-alpha	top1_success_rate	True	38	38	0.2894736842105263	0.10526315789473684	0.47368421052631576	0.2894736842105263	0.10526315789473684	0.47368421052631576	10000	10000	20261207
Chen52	rankable_lt2	SurfNA-scorer0	rDock-26.05-alpha	top3_success_rate	True	38	38	0.2894736842105263	0.13157894736842105	0.4473684210526316	0.2894736842105263	0.13157894736842105	0.4473684210526316	10000	10000	20261207
Chen52	rankable_lt2	SurfNA-scorer0	rDock-26.05-alpha	top5_success_rate	True	38	38	0.18421052631578946	0.05263157894736842	0.34210526315789475	0.18421052631578946	0.05263157894736842	0.34210526315789475	10000	10000	20261207
Chen52	rankable_lt2	SurfNA-scorer0	rDock-26.05-alpha	mrr_first_lt2	True	38	38	0.23656861800050655	0.09749217461388517	0.3722613048143233	0.23656861800050655	0.09749217461388517	0.3722613048143233	10000	10000	20261207
Chen52	rankable_lt2	SurfNA-scorer0	rDock-26.05-alpha	ndcg_at_10	True	38	38	0.14071980166382103	0.04954729898416097	0.2345737409936971	0.14071980166382103	0.04954729898416097	0.2345737409936971	10000	10000	20261207
Chen52	rankable_lt2	SurfNA-scorer0	rDock-26.05-alpha	mean_regret_A_scored	False	38	38	-1.5134839431366367	-2.347195618355504	-0.726141144780509	1.5134839431366367	0.7261411447805091	2.3471956183555034	10000	10000	20261207
Chen52	rankable_lt2	SurfNA-scorer0	rDock-26.05-alpha	complex_failure_rate	False	38	38	0.0	0.0	0.0	-0.0	-0.0	-0.0	10000	10000	20261207
Chen52	rankable_lt2	SurfNA-scorer0	rDock-26.05-alpha	pose_score_failure_rate	False	38	38	0.0	0.0	0.0	-0.0	-0.0	-0.0	10000	10000	20261207
Philips39	full	SurfNA-scorer0	AutoDock-Vina-1.2.7	top1_success_rate	True	39	39	0.1282051282051282	-0.05128205128205128	0.3076923076923077	0.1282051282051282	-0.05128205128205128	0.3076923076923077	10000	10000	20261306
Philips39	full	SurfNA-scorer0	AutoDock-Vina-1.2.7	top3_success_rate	True	39	39	0.05128205128205128	-0.07692307692307693	0.1794871794871795	0.05128205128205128	-0.07692307692307693	0.1794871794871795	10000	10000	20261306
Philips39	full	SurfNA-scorer0	AutoDock-Vina-1.2.7	top5_success_rate	True	39	39	0.02564102564102564	-0.07692307692307693	0.1282051282051282	0.02564102564102564	-0.07692307692307693	0.1282051282051282	10000	10000	20261306
Philips39	full	SurfNA-scorer0	AutoDock-Vina-1.2.7	mrr_first_lt2	True	39	39	0.09449375410913873	-0.04195800460223539	0.2280547924297924	0.09449375410913873	-0.04195800460223539	0.2280547924297924	10000	10000	20261306
Philips39	full	SurfNA-scorer0	AutoDock-Vina-1.2.7	ndcg_at_10	True	39	39	0.09517804199191707	0.013798594359426023	0.17783185524339634	0.09517804199191707	0.013798594359426023	0.17783185524339634	10000	10000	20261306
Philips39	full	SurfNA-scorer0	AutoDock-Vina-1.2.7	mean_regret_A_scored	False	39	38	-1.056365673403471	-1.8822431894076113	-0.26952607858398014	1.056365673403471	0.26952607858398	1.8822431894076113	10000	10000	20261306
Philips39	full	SurfNA-scorer0	AutoDock-Vina-1.2.7	complex_failure_rate	False	39	39	-0.02564102564102564	-0.07692307692307693	0.0	0.02564102564102564	-0.0	0.07692307692307693	10000	10000	20261306
Philips39	full	SurfNA-scorer0	AutoDock-Vina-1.2.7	pose_score_failure_rate	False	39	39	-0.02564102564102564	-0.07692307692307693	0.0	0.02564102564102564	-0.0	0.07692307692307693	10000	10000	20261306
Philips39	full	SurfNA-scorer0	PLANTS-CHEMPLP-1.2	top1_success_rate	True	39	39	0.1282051282051282	-0.05128205128205128	0.3076923076923077	0.1282051282051282	-0.05128205128205128	0.3076923076923077	10000	10000	20261306
Philips39	full	SurfNA-scorer0	PLANTS-CHEMPLP-1.2	top3_success_rate	True	39	39	0.0	-0.10256410256410256	0.10256410256410256	0.0	-0.10256410256410256	0.10256410256410256	10000	10000	20261306
Philips39	full	SurfNA-scorer0	PLANTS-CHEMPLP-1.2	top5_success_rate	True	39	39	-0.02564102564102564	-0.10256410256410256	0.05128205128205128	-0.02564102564102564	-0.10256410256410256	0.05128205128205128	10000	10000	20261306
Philips39	full	SurfNA-scorer0	PLANTS-CHEMPLP-1.2	mrr_first_lt2	True	39	39	0.07443880905419367	-0.03734596599981215	0.18315217901756364	0.07443880905419367	-0.03734596599981215	0.18315217901756364	10000	10000	20261306
Philips39	full	SurfNA-scorer0	PLANTS-CHEMPLP-1.2	ndcg_at_10	True	39	39	0.16009727159876475	0.05518296061953592	0.27094397623542366	0.16009727159876475	0.05518296061953592	0.27094397623542366	10000	10000	20261306
Philips39	full	SurfNA-scorer0	PLANTS-CHEMPLP-1.2	mean_regret_A_scored	False	39	33	-0.9460695669737639	-1.931641008286658	-0.026912104605748083	0.9460695669737639	0.026912104605747965	1.931641008286658	10000	10000	20261306
Philips39	full	SurfNA-scorer0	PLANTS-CHEMPLP-1.2	complex_failure_rate	False	39	39	-0.15384615384615385	-0.28205128205128205	-0.05128205128205128	0.15384615384615385	0.05128205128205128	0.28205128205128205	10000	10000	20261306
Philips39	full	SurfNA-scorer0	PLANTS-CHEMPLP-1.2	pose_score_failure_rate	False	39	39	-0.15384615384615385	-0.28205128205128205	-0.05128205128205128	0.15384615384615385	0.05128205128205128	0.28205128205128205	10000	10000	20261306
Philips39	full	SurfNA-scorer0	rDock-26.05-alpha	top1_success_rate	True	39	39	0.20512820512820512	0.02564102564102564	0.38461538461538464	0.20512820512820512	0.02564102564102564	0.38461538461538464	10000	10000	20261306
Philips39	full	SurfNA-scorer0	rDock-26.05-alpha	top3_success_rate	True	39	39	0.1282051282051282	0.0	0.2564102564102564	0.1282051282051282	0.0	0.2564102564102564	10000	10000	20261306
Philips39	full	SurfNA-scorer0	rDock-26.05-alpha	top5_success_rate	True	39	39	0.07692307692307693	-0.02564102564102564	0.1794871794871795	0.07692307692307693	-0.02564102564102564	0.1794871794871795	10000	10000	20261306
Philips39	full	SurfNA-scorer0	rDock-26.05-alpha	mrr_first_lt2	True	39	39	0.15240177201715663	0.029493460599229835	0.28022350583889033	0.15240177201715663	0.029493460599229835	0.28022350583889033	10000	10000	20261306
Philips39	full	SurfNA-scorer0	rDock-26.05-alpha	ndcg_at_10	True	39	39	0.14973514984558087	0.04800805858510575	0.2600629868388705	0.14973514984558087	0.04800805858510575	0.2600629868388705	10000	10000	20261306
Philips39	full	SurfNA-scorer0	rDock-26.05-alpha	mean_regret_A_scored	False	39	35	-0.6098732249907927	-1.351123500943194	0.10367406000207777	0.6098732249907927	-0.10367406000207803	1.3511235009431937	10000	10000	20261306
Philips39	full	SurfNA-scorer0	rDock-26.05-alpha	complex_failure_rate	False	39	39	-0.10256410256410256	-0.20512820512820512	-0.02564102564102564	0.10256410256410256	0.02564102564102564	0.20512820512820512	10000	10000	20261306
Philips39	full	SurfNA-scorer0	rDock-26.05-alpha	pose_score_failure_rate	False	39	39	-0.10256410256410256	-0.20512820512820512	-0.02564102564102564	0.10256410256410256	0.02564102564102564	0.20512820512820512	10000	10000	20261306
Philips39	rankable_lt2	SurfNA-scorer0	AutoDock-Vina-1.2.7	top1_success_rate	True	23	23	0.21739130434782608	-0.08695652173913043	0.5217391304347826	0.21739130434782608	-0.08695652173913043	0.5217391304347826	10000	10000	20261307
Philips39	rankable_lt2	SurfNA-scorer0	AutoDock-Vina-1.2.7	top3_success_rate	True	23	23	0.08695652173913043	-0.13043478260869565	0.30434782608695654	0.08695652173913043	-0.13043478260869565	0.30434782608695654	10000	10000	20261307
Philips39	rankable_lt2	SurfNA-scorer0	AutoDock-Vina-1.2.7	top5_success_rate	True	23	23	0.043478260869565216	-0.13043478260869565	0.21739130434782608	0.043478260869565216	-0.13043478260869565	0.21739130434782608	10000	10000	20261307
Philips39	rankable_lt2	SurfNA-scorer0	AutoDock-Vina-1.2.7	mrr_first_lt2	True	23	23	0.16022853957636568	-0.06972925625099541	0.38300724637681155	0.16022853957636568	-0.06972925625099541	0.38300724637681155	10000	10000	20261307
Philips39	rankable_lt2	SurfNA-scorer0	AutoDock-Vina-1.2.7	ndcg_at_10	True	23	23	0.16482877959108058	0.05152094738839833	0.2810001073527994	0.16482877959108058	0.05152094738839833	0.2810001073527994	10000	10000	20261307
Philips39	rankable_lt2	SurfNA-scorer0	AutoDock-Vina-1.2.7	mean_regret_A_scored	False	23	22	-1.194208454847942	-2.3186941979311047	-0.11103027778532908	1.194208454847942	0.11103027778532862	2.318694197931104	10000	10000	20261307
Philips39	rankable_lt2	SurfNA-scorer0	AutoDock-Vina-1.2.7	complex_failure_rate	False	23	23	-0.043478260869565216	-0.13043478260869565	0.0	0.043478260869565216	-0.0	0.13043478260869565	10000	10000	20261307
Philips39	rankable_lt2	SurfNA-scorer0	AutoDock-Vina-1.2.7	pose_score_failure_rate	False	23	23	-0.043478260869565216	-0.13043478260869565	0.0	0.043478260869565216	-0.0	0.13043478260869565	10000	10000	20261307
Philips39	rankable_lt2	SurfNA-scorer0	PLANTS-CHEMPLP-1.2	top1_success_rate	True	23	23	0.21739130434782608	-0.08695652173913043	0.5217391304347826	0.21739130434782608	-0.08695652173913043	0.5217391304347826	10000	10000	20261307
Philips39	rankable_lt2	SurfNA-scorer0	PLANTS-CHEMPLP-1.2	top3_success_rate	True	23	23	0.0	-0.17391304347826086	0.17391304347826086	0.0	-0.17391304347826086	0.17391304347826086	10000	10000	20261307
Philips39	rankable_lt2	SurfNA-scorer0	PLANTS-CHEMPLP-1.2	top5_success_rate	True	23	23	-0.043478260869565216	-0.17391304347826086	0.08695652173913043	-0.043478260869565216	-0.17391304347826086	0.08695652173913043	10000	10000	20261307
Philips39	rankable_lt2	SurfNA-scorer0	PLANTS-CHEMPLP-1.2	mrr_first_lt2	True	23	23	0.12622232839624145	-0.06170986622073578	0.3110049370918936	0.12622232839624145	-0.06170986622073578	0.3110049370918936	10000	10000	20261307
Philips39	rankable_lt2	SurfNA-scorer0	PLANTS-CHEMPLP-1.2	ndcg_at_10	True	23	23	0.11855703364914774	0.019749507061864385	0.22352890706788775	0.11855703364914774	0.019749507061864385	0.22352890706788775	10000	10000	20261307
Philips39	rankable_lt2	SurfNA-scorer0	PLANTS-CHEMPLP-1.2	mean_regret_A_scored	False	23	22	-1.2612885163457412	-2.371875735457044	-0.2817337762930178	1.2612885163457412	0.28173377629301766	2.371875735457044	10000	10000	20261307
Philips39	rankable_lt2	SurfNA-scorer0	PLANTS-CHEMPLP-1.2	complex_failure_rate	False	23	23	-0.043478260869565216	-0.13043478260869565	0.0	0.043478260869565216	-0.0	0.13043478260869565	10000	10000	20261307
Philips39	rankable_lt2	SurfNA-scorer0	PLANTS-CHEMPLP-1.2	pose_score_failure_rate	False	23	23	-0.043478260869565216	-0.13043478260869565	0.0	0.043478260869565216	-0.0	0.13043478260869565	10000	10000	20261307
Philips39	rankable_lt2	SurfNA-scorer0	rDock-26.05-alpha	top1_success_rate	True	23	23	0.34782608695652173	0.043478260869565216	0.6086956521739131	0.34782608695652173	0.043478260869565216	0.6086956521739131	10000	10000	20261307
Philips39	rankable_lt2	SurfNA-scorer0	rDock-26.05-alpha	top3_success_rate	True	23	23	0.21739130434782608	0.0	0.43478260869565216	0.21739130434782608	0.0	0.43478260869565216	10000	10000	20261307
Philips39	rankable_lt2	SurfNA-scorer0	rDock-26.05-alpha	top5_success_rate	True	23	23	0.13043478260869565	-0.043478260869565216	0.30434782608695654	0.13043478260869565	-0.043478260869565216	0.30434782608695654	10000	10000	20261307
Philips39	rankable_lt2	SurfNA-scorer0	rDock-26.05-alpha	mrr_first_lt2	True	23	23	0.25842039602909167	0.05251712056059883	0.45792503450655625	0.25842039602909167	0.05251712056059883	0.45792503450655625	10000	10000	20261307
Philips39	rankable_lt2	SurfNA-scorer0	rDock-26.05-alpha	ndcg_at_10	True	23	23	0.1625460193051288	0.03753857954984406	0.2933089405856368	0.1625460193051288	0.03753857954984406	0.2933089405856368	10000	10000	20261307
Philips39	rankable_lt2	SurfNA-scorer0	rDock-26.05-alpha	mean_regret_A_scored	False	23	22	-0.8879434998364367	-1.6999369723125657	-0.08454082389006504	0.8879434998364367	0.08454082389006495	1.6999369723125657	10000	10000	20261307
