benchmark_set	population	method	metric	higher_is_better	n_complexes	n_contributing	estimate	ci95_low	ci95_high	bootstrap_draws_requested	bootstrap_draws_defined	bootstrap_seed
Ruiz52	rankable_lt2	rDock-26.05-alpha	ndcg_at_10	True	32	32	0.6080929583840838	0.5156824710017134	0.6956037988049564	10000	10000	20261107
Ruiz52	rankable_lt2	rDock-26.05-alpha	mean_regret_A_scored	False	32	32	2.5336591816300733	1.6309333065672926	3.505135052433632	10000	10000	20261107
Ruiz52	rankable_lt2	rDock-26.05-alpha	complex_failure_rate	False	32	32	0.0	0.0	0.0	10000	10000	20261107
Ruiz52	rankable_lt2	rDock-26.05-alpha	pose_score_failure_rate	False	32	32	0.0	0.0	0.0	10000	10000	20261107
Chen52	full	AutoDock-Vina-1.2.7	top1_success_rate	True	52	52	0.36538461538461536	0.23076923076923078	0.5	10000	10000	20261206
Chen52	full	AutoDock-Vina-1.2.7	top3_success_rate	True	52	52	0.5	0.36538461538461536	0.6346153846153846	10000	10000	20261206
Chen52	full	AutoDock-Vina-1.2.7	top5_success_rate	True	52	52	0.5384615384615384	0.40384615384615385	0.6730769230769231	10000	10000	20261206
Chen52	full	AutoDock-Vina-1.2.7	mrr_first_lt2	True	52	52	0.4534172771672772	0.33526079822954813	0.5725671169108668	10000	10000	20261206
Chen52	full	AutoDock-Vina-1.2.7	ndcg_at_10	True	52	52	0.6054185527943299	0.5287067096506125	0.680167638163524	10000	10000	20261206
Chen52	full	AutoDock-Vina-1.2.7	mean_regret_A_scored	False	52	51	1.78966200859767	1.2285791943880464	2.4017215445816924	10000	10000	20261206
Chen52	full	AutoDock-Vina-1.2.7	complex_failure_rate	False	52	52	0.019230769230769232	0.0	0.057692307692307696	10000	10000	20261206
Chen52	full	AutoDock-Vina-1.2.7	pose_score_failure_rate	False	52	52	0.02355769230769231	0.0014423076923076926	0.06346153846153847	10000	10000	20261206
Chen52	full	PLANTS-CHEMPLP-1.2	top1_success_rate	True	52	52	0.34615384615384615	0.21153846153846154	0.4807692307692308	10000	10000	20261206
Chen52	full	PLANTS-CHEMPLP-1.2	top3_success_rate	True	52	52	0.4807692307692308	0.34615384615384615	0.6153846153846154	10000	10000	20261206
Chen52	full	PLANTS-CHEMPLP-1.2	top5_success_rate	True	52	52	0.5576923076923077	0.4230769230769231	0.6923076923076923	10000	10000	20261206
Chen52	full	PLANTS-CHEMPLP-1.2	mrr_first_lt2	True	52	52	0.4331425518925519	0.31628930097680097	0.5541678113553113	10000	10000	20261206
Chen52	full	PLANTS-CHEMPLP-1.2	ndcg_at_10	True	52	52	0.5959254113040399	0.5124095853387769	0.6741606480557946	10000	10000	20261206
Chen52	full	PLANTS-CHEMPLP-1.2	mean_regret_A_scored	False	52	49	1.7943398315406036	1.170336314468589	2.4719552139688115	10000	10000	20261206
Chen52	full	PLANTS-CHEMPLP-1.2	complex_failure_rate	False	52	52	0.057692307692307696	0.0	0.1346153846153846	10000	10000	20261206
Chen52	full	PLANTS-CHEMPLP-1.2	pose_score_failure_rate	False	52	52	0.057692307692307696	0.0	0.1346153846153846	10000	10000	20261206
Chen52	full	SurfNA-scorer0	top1_success_rate	True	52	52	0.5192307692307693	0.38461538461538464	0.6538461538461539	10000	10000	20261206
Chen52	full	SurfNA-scorer0	top3_success_rate	True	52	52	0.6538461538461539	0.5192307692307693	0.7884615384615384	10000	10000	20261206
Chen52	full	SurfNA-scorer0	top5_success_rate	True	52	52	0.6538461538461539	0.5192307692307693	0.7884615384615384	10000	10000	20261206
Chen52	full	SurfNA-scorer0	mrr_first_lt2	True	52	52	0.5842428227043611	0.45982864891518743	0.7055404887135656	10000	10000	20261206
Chen52	full	SurfNA-scorer0	ndcg_at_10	True	52	52	0.7111714294283321	0.6398252555242767	0.7798304715173889	10000	10000	20261206
Chen52	full	SurfNA-scorer0	mean_regret_A_scored	False	52	52	1.1183759666767499	0.6556909970344116	1.6379920719596843	10000	10000	20261206
Chen52	full	SurfNA-scorer0	complex_failure_rate	False	52	52	0.0	0.0	0.0	10000	10000	20261206
Chen52	full	SurfNA-scorer0	pose_score_failure_rate	False	52	52	0.0	0.0	0.0	10000	10000	20261206
Chen52	full	rDock-26.05-alpha	top1_success_rate	True	52	52	0.3076923076923077	0.19230769230769232	0.4423076923076923	10000	10000	20261206
Chen52	full	rDock-26.05-alpha	top3_success_rate	True	52	52	0.4423076923076923	0.3076923076923077	0.5769230769230769	10000	10000	20261206
Chen52	full	rDock-26.05-alpha	top5_success_rate	True	52	52	0.5192307692307693	0.38461538461538464	0.6538461538461539	10000	10000	20261206
Chen52	full	rDock-26.05-alpha	mrr_first_lt2	True	52	52	0.411365755703991	0.2975172847985348	0.5266851507697095	10000	10000	20261206
Chen52	full	rDock-26.05-alpha	ndcg_at_10	True	52	52	0.6208211110598802	0.5386903244313974	0.7008168276266827	10000	10000	20261206
Chen52	full	rDock-26.05-alpha	mean_regret_A_scored	False	52	52	2.080415523097614	1.4409509673255556	2.750323898358775	10000	10000	20261206
Chen52	full	rDock-26.05-alpha	complex_failure_rate	False	52	52	0.0	0.0	0.0	10000	10000	20261206
Chen52	full	rDock-26.05-alpha	pose_score_failure_rate	False	52	52	0.0	0.0	0.0	10000	10000	20261206
Chen52	rankable_lt2	AutoDock-Vina-1.2.7	top1_success_rate	True	38	38	0.5	0.34210526315789475	0.6578947368421053	10000	10000	20261207
Chen52	rankable_lt2	AutoDock-Vina-1.2.7	top3_success_rate	True	38	38	0.6842105263157895	0.5263157894736842	0.8157894736842105	10000	10000	20261207
Chen52	rankable_lt2	AutoDock-Vina-1.2.7	top5_success_rate	True	38	38	0.7368421052631579	0.5789473684210527	0.868421052631579	10000	10000	20261207
Chen52	rankable_lt2	AutoDock-Vina-1.2.7	mrr_first_lt2	True	38	38	0.6204657477025899	0.4934261695906432	0.7472022765246449	10000	10000	20261207
Chen52	rankable_lt2	AutoDock-Vina-1.2.7	ndcg_at_10	True	38	38	0.6024821815926894	0.5191836485318461	0.6823505043677911	10000	10000	20261207
Chen52	rankable_lt2	AutoDock-Vina-1.2.7	mean_regret_A_scored	False	38	37	1.735089235451041	1.082239598270293	2.428229452534281	10000	10000	20261207
Chen52	rankable_lt2	AutoDock-Vina-1.2.7	complex_failure_rate	False	38	38	0.02631578947368421	0.0	0.07894736842105263	10000	10000	20261207
Chen52	rankable_lt2	AutoDock-Vina-1.2.7	pose_score_failure_rate	False	38	38	0.03026315789473684	0.0013157894736842105	0.08486842105263155	10000	10000	20261207
Chen52	rankable_lt2	PLANTS-CHEMPLP-1.2	top1_success_rate	True	38	38	0.47368421052631576	0.3157894736842105	0.631578947368421	10000	10000	20261207
Chen52	rankable_lt2	PLANTS-CHEMPLP-1.2	top3_success_rate	True	38	38	0.6578947368421053	0.5	0.8157894736842105	10000	10000	20261207
Chen52	rankable_lt2	PLANTS-CHEMPLP-1.2	top5_success_rate	True	38	38	0.7631578947368421	0.631578947368421	0.8947368421052632	10000	10000	20261207
Chen52	rankable_lt2	PLANTS-CHEMPLP-1.2	mrr_first_lt2	True	38	38	0.5927213868003341	0.4621305868838764	0.7197746971595654	10000	10000	20261207
Chen52	rankable_lt2	PLANTS-CHEMPLP-1.2	ndcg_at_10	True	38	38	0.5983091538350216	0.5060087798080815	0.687173600936738	10000	10000	20261207
Chen52	rankable_lt2	PLANTS-CHEMPLP-1.2	mean_regret_A_scored	False	38	35	1.5346683454031782	0.9090469371812726	2.256301984808124	10000	10000	20261207
Chen52	rankable_lt2	PLANTS-CHEMPLP-1.2	complex_failure_rate	False	38	38	0.07894736842105263	0.0	0.15789473684210525	10000	10000	20261207
Chen52	rankable_lt2	PLANTS-CHEMPLP-1.2	pose_score_failure_rate	False	38	38	0.07894736842105263	0.0	0.15789473684210525	10000	10000	20261207
Chen52	rankable_lt2	SurfNA-scorer0	top1_success_rate	True	38	38	0.7105263157894737	0.5526315789473685	0.8421052631578947	10000	10000	20261207
Chen52	rankable_lt2	SurfNA-scorer0	top3_success_rate	True	38	38	0.8947368421052632	0.7894736842105263	0.9736842105263158	10000	10000	20261207
Chen52	rankable_lt2	SurfNA-scorer0	top5_success_rate	True	38	38	0.8947368421052632	0.7894736842105263	0.9736842105263158	10000	10000	20261207
Chen52	rankable_lt2	SurfNA-scorer0	mrr_first_lt2	True	38	38	0.7994901784375469	0.6924707602339181	0.896761133603239	10000	10000	20261207
Chen52	rankable_lt2	SurfNA-scorer0	ndcg_at_10	True	38	38	0.7658734595216711	0.7045015645689581	0.8217041641970578	10000	10000	20261207
Chen52	rankable_lt2	SurfNA-scorer0	mean_regret_A_scored	False	38	38	0.7378265877849832	0.3355254358794587	1.2330580363122838	10000	10000	20261207
Chen52	rankable_lt2	SurfNA-scorer0	complex_failure_rate	False	38	38	0.0	0.0	0.0	10000	10000	20261207
Chen52	rankable_lt2	SurfNA-scorer0	pose_score_failure_rate	False	38	38	0.0	0.0	0.0	10000	10000	20261207
Chen52	rankable_lt2	rDock-26.05-alpha	top1_success_rate	True	38	38	0.42105263157894735	0.2631578947368421	0.5789473684210527	10000	10000	20261207
Chen52	rankable_lt2	rDock-26.05-alpha	top3_success_rate	True	38	38	0.6052631578947368	0.4473684210526316	0.7631578947368421	10000	10000	20261207
Chen52	rankable_lt2	rDock-26.05-alpha	top5_success_rate	True	38	38	0.7105263157894737	0.5526315789473685	0.8421052631578947	10000	10000	20261207
Chen52	rankable_lt2	rDock-26.05-alpha	mrr_first_lt2	True	38	38	0.5629215604370403	0.43917138229560826	0.6873189448293937	10000	10000	20261207
Chen52	rankable_lt2	rDock-26.05-alpha	ndcg_at_10	True	38	38	0.62515365785785	0.5366706145921104	0.7102852847244628	10000	10000	20261207
Chen52	rankable_lt2	rDock-26.05-alpha	mean_regret_A_scored	False	38	38	2.25131053092162	1.4844547285232699	3.0596505128646796	10000	10000	20261207
Chen52	rankable_lt2	rDock-26.05-alpha	complex_failure_rate	False	38	38	0.0	0.0	0.0	10000	10000	20261207
Chen52	rankable_lt2	rDock-26.05-alpha	pose_score_failure_rate	False	38	38	0.0	0.0	0.0	10000	10000	20261207
Philips39	full	AutoDock-Vina-1.2.7	top1_success_rate	True	39	39	0.3076923076923077	0.1794871794871795	0.46153846153846156	10000	10000	20261306
Philips39	full	AutoDock-Vina-1.2.7	top3_success_rate	True	39	39	0.46153846153846156	0.3076923076923077	0.6153846153846154	10000	10000	20261306
Philips39	full	AutoDock-Vina-1.2.7	top5_success_rate	True	39	39	0.48717948717948717	0.3333333333333333	0.6410256410256411	10000	10000	20261306
Philips39	full	AutoDock-Vina-1.2.7	mrr_first_lt2	True	39	39	0.3880647130647131	0.2553365384615385	0.5264957264957264	10000	10000	20261306
Philips39	full	AutoDock-Vina-1.2.7	ndcg_at_10	True	39	39	0.5980933982248031	0.5028156963735881	0.6877612533804363	10000	10000	20261306
Philips39	full	AutoDock-Vina-1.2.7	mean_regret_A_scored	False	39	38	2.306506001313445	1.55442857454133	3.107414807367751	10000	10000	20261306
Philips39	full	AutoDock-Vina-1.2.7	complex_failure_rate	False	39	39	0.02564102564102564	0.0	0.07692307692307693	10000	10000	20261306
Philips39	full	AutoDock-Vina-1.2.7	pose_score_failure_rate	False	39	39	0.02564102564102564	0.0	0.07692307692307693	10000	10000	20261306
Philips39	full	PLANTS-CHEMPLP-1.2	top1_success_rate	True	39	39	0.3076923076923077	0.15384615384615385	0.46153846153846156	10000	10000	20261306
Philips39	full	PLANTS-CHEMPLP-1.2	top3_success_rate	True	39	39	0.5128205128205128	0.358974358974359	0.6666666666666666	10000	10000	20261306
Philips39	full	PLANTS-CHEMPLP-1.2	top5_success_rate	True	39	39	0.5384615384615384	0.38461538461538464	0.6923076923076923	10000	10000	20261306
Philips39	full	PLANTS-CHEMPLP-1.2	mrr_first_lt2	True	39	39	0.4081196581196581	0.27350427350427353	0.5448717948717948	10000	10000	20261306
Philips39	full	PLANTS-CHEMPLP-1.2	ndcg_at_10	True	39	39	0.5331741686179555	0.4263321604631831	0.6360258896502131	10000	10000	20261306
Philips39	full	PLANTS-CHEMPLP-1.2	mean_regret_A_scored	False	39	33	2.22427988984255	1.3864822145811004	3.1433857554282527	10000	10000	20261306
Philips39	full	PLANTS-CHEMPLP-1.2	complex_failure_rate	False	39	39	0.15384615384615385	0.05128205128205128	0.28205128205128205	10000	10000	20261306
Philips39	full	PLANTS-CHEMPLP-1.2	pose_score_failure_rate	False	39	39	0.15384615384615385	0.05128205128205128	0.28205128205128205	10000	10000	20261306
Philips39	full	SurfNA-scorer0	top1_success_rate	True	39	39	0.4358974358974359	0.28205128205128205	0.5897435897435898	10000	10000	20261306
Philips39	full	SurfNA-scorer0	top3_success_rate	True	39	39	0.5128205128205128	0.358974358974359	0.6666666666666666	10000	10000	20261306
Philips39	full	SurfNA-scorer0	top5_success_rate	True	39	39	0.5128205128205128	0.358974358974359	0.6666666666666666	10000	10000	20261306
Philips39	full	SurfNA-scorer0	mrr_first_lt2	True	39	39	0.4825584671738518	0.33383136094674554	0.6338405184559031	10000	10000	20261306
Philips39	full	SurfNA-scorer0	ndcg_at_10	True	39	39	0.6932714402167203	0.606093832144931	0.7741623249516554	10000	10000	20261306
Philips39	full	SurfNA-scorer0	mean_regret_A_scored	False	39	39	1.218085447707154	0.7131095866896745	1.784341601838824	10000	10000	20261306
Philips39	full	SurfNA-scorer0	complex_failure_rate	False	39	39	0.0	0.0	0.0	10000	10000	20261306
Philips39	full	SurfNA-scorer0	pose_score_failure_rate	False	39	39	0.0	0.0	0.0	10000	10000	20261306
Philips39	full	rDock-26.05-alpha	top1_success_rate	True	39	39	0.23076923076923078	0.10256410256410256	0.358974358974359	10000	10000	20261306
Philips39	full	rDock-26.05-alpha	top3_success_rate	True	39	39	0.38461538461538464	0.23076923076923078	0.5384615384615384	10000	10000	20261306
Philips39	full	rDock-26.05-alpha	top5_success_rate	True	39	39	0.4358974358974359	0.28205128205128205	0.5897435897435898	10000	10000	20261306
Philips39	full	rDock-26.05-alpha	mrr_first_lt2	True	39	39	0.33015669515669516	0.20627777777777773	0.4593180199430199	10000	10000	20261306
Philips39	full	rDock-26.05-alpha	ndcg_at_10	True	39	39	0.5435362903711394	0.4348663552063899	0.6485329530208568	10000	10000	20261306
Philips39	full	rDock-26.05-alpha	mean_regret_A_scored	False	39	35	1.8844452985163578	1.2638129613494322	2.5812445283008523	10000	10000	20261306
Philips39	full	rDock-26.05-alpha	complex_failure_rate	False	39	39	0.10256410256410256	0.02564102564102564	0.20512820512820512	10000	10000	20261306
Philips39	full	rDock-26.05-alpha	pose_score_failure_rate	False	39	39	0.10256410256410256	0.02564102564102564	0.20512820512820512	10000	10000	20261306
Philips39	rankable_lt2	AutoDock-Vina-1.2.7	top1_success_rate	True	23	23	0.5217391304347826	0.30434782608695654	0.7391304347826086	10000	10000	20261307
Philips39	rankable_lt2	AutoDock-Vina-1.2.7	top3_success_rate	True	23	23	0.782608695652174	0.6086956521739131	0.9130434782608695	10000	10000	20261307
Philips39	rankable_lt2	AutoDock-Vina-1.2.7	top5_success_rate	True	23	23	0.8260869565217391	0.6521739130434783	0.9565217391304348	10000	10000	20261307
Philips39	rankable_lt2	AutoDock-Vina-1.2.7	mrr_first_lt2	True	23	23	0.6580227743271222	0.5018633540372671	0.8072463768115942	10000	10000	20261307
Philips39	rankable_lt2	AutoDock-Vina-1.2.7	ndcg_at_10	True	23	23	0.6267087101498531	0.5121013654056781	0.731365479029894	10000	10000	20261307
Philips39	rankable_lt2	AutoDock-Vina-1.2.7	mean_regret_A_scored	False	23	22	1.8319070533813155	0.9744793084482062	2.809938193310944	10000	10000	20261307
Philips39	rankable_lt2	AutoDock-Vina-1.2.7	complex_failure_rate	False	23	23	0.043478260869565216	0.0	0.13043478260869565	10000	10000	20261307
Philips39	rankable_lt2	AutoDock-Vina-1.2.7	pose_score_failure_rate	False	23	23	0.043478260869565216	0.0	0.13043478260869565	10000	10000	20261307
Philips39	rankable_lt2	PLANTS-CHEMPLP-1.2	top1_success_rate	True	23	23	0.5217391304347826	0.30434782608695654	0.7391304347826086	10000	10000	20261307
Philips39	rankable_lt2	PLANTS-CHEMPLP-1.2	top3_success_rate	True	23	23	0.8695652173913043	0.7391304347826086	1.0	10000	10000	20261307
Philips39	rankable_lt2	PLANTS-CHEMPLP-1.2	top5_success_rate	True	23	23	0.9130434782608695	0.782608695652174	1.0	10000	10000	20261307
Philips39	rankable_lt2	PLANTS-CHEMPLP-1.2	mrr_first_lt2	True	23	23	0.6920289855072463	0.5471014492753623	0.8260869565217391	10000	10000	20261307
Philips39	rankable_lt2	PLANTS-CHEMPLP-1.2	ndcg_at_10	True	23	23	0.6729804560917859	0.5645368523227269	0.7725447416988966	10000	10000	20261307
Philips39	rankable_lt2	PLANTS-CHEMPLP-1.2	mean_regret_A_scored	False	23	22	1.8364413102134682	0.9208339410304407	2.893778188080493	10000	10000	20261307
Philips39	rankable_lt2	PLANTS-CHEMPLP-1.2	complex_failure_rate	False	23	23	0.043478260869565216	0.0	0.13043478260869565	10000	10000	20261307
Philips39	rankable_lt2	PLANTS-CHEMPLP-1.2	pose_score_failure_rate	False	23	23	0.043478260869565216	0.0	0.13043478260869565	10000	10000	20261307
Philips39	rankable_lt2	SurfNA-scorer0	top1_success_rate	True	23	23	0.7391304347826086	0.5652173913043478	0.9130434782608695	10000	10000	20261307
Philips39	rankable_lt2	SurfNA-scorer0	top3_success_rate	True	23	23	0.8695652173913043	0.7391304347826086	1.0	10000	10000	20261307
Philips39	rankable_lt2	SurfNA-scorer0	top5_success_rate	True	23	23	0.8695652173913043	0.7391304347826086	1.0	10000	10000	20261307
Philips39	rankable_lt2	SurfNA-scorer0	mrr_first_lt2	True	23	23	0.8182513139034878	0.6781175346392737	0.9391304347826087	10000	10000	20261307
Philips39	rankable_lt2	SurfNA-scorer0	ndcg_at_10	True	23	23	0.7915374897409336	0.7160821781453276	0.8592744897694596	10000	10000	20261307
Philips39	rankable_lt2	SurfNA-scorer0	mean_regret_A_scored	False	23	23	0.6099725725101838	0.24511976208304082	1.1052363471198468	10000	10000	20261307
Philips39	rankable_lt2	SurfNA-scorer0	complex_failure_rate	False	23	23	0.0	0.0	0.0	10000	10000	20261307
Philips39	rankable_lt2	SurfNA-scorer0	pose_score_failure_rate	False	23	23	0.0	0.0	0.0	10000	10000	20261307
Philips39	rankable_lt2	rDock-26.05-alpha	top1_success_rate	True	23	23	0.391304347826087	0.21739130434782608	0.6086956521739131	10000	10000	20261307
Philips39	rankable_lt2	rDock-26.05-alpha	top3_success_rate	True	23	23	0.6521739130434783	0.43478260869565216	0.8260869565217391	10000	10000	20261307
Philips39	rankable_lt2	rDock-26.05-alpha	top5_success_rate	True	23	23	0.7391304347826086	0.5652173913043478	0.9130434782608695	10000	10000	20261307
Philips39	rankable_lt2	rDock-26.05-alpha	mrr_first_lt2	True	23	23	0.5598309178743961	0.4064728260869564	0.7149788647342994	10000	10000	20261307
Philips39	rankable_lt2	rDock-26.05-alpha	ndcg_at_10	True	23	23	0.6289914704358048	0.5067022910210104	0.7400465428144541	10000	10000	20261307
Philips39	rankable_lt2	rDock-26.05-alpha	mean_regret_A_scored	False	23	22	1.4630962937041638	0.878389437274229	2.1147640647689716	10000	10000	20261307
Philips39	rankable_lt2	rDock-26.05-alpha	complex_failure_rate	False	23	23	0.043478260869565216	0.0	0.13043478260869565	10000	10000	20261307
Philips39	rankable_lt2	rDock-26.05-alpha	pose_score_failure_rate	False	23	23	0.043478260869565216	0.0	0.13043478260869565	10000	10000	20261307
