id	path	availability	sha256	bytes	seed	epoch	config	public_download_url
figure4/transfer_all/seed2/ema075.pt	reproducibility/checkpoints/figure4/transfer_all/seed2/ema075.pt	local_research_archive_not_in_lightweight_release	6c7da878b3dbc848484380b63cb6010584c159c2f6c453fdb85b87c73ae08d89	76370706	2	75	configs/paper/figure4/transfer_all/seed2/parameters.yml	
figure4/transfer_all/seed2/ema100.pt	reproducibility/checkpoints/figure4/transfer_all/seed2/ema100.pt	local_research_archive_not_in_lightweight_release	73b6031e3f397c0c442d54d9a6125204f63c94324b6524e922d68972a6253ac9	76370706	2	100	configs/paper/figure4/transfer_all/seed2/parameters.yml	
figure4/transfer_all/seed2/ema125.pt	reproducibility/checkpoints/figure4/transfer_all/seed2/ema125.pt	local_research_archive_not_in_lightweight_release	21a19668b531e3ddc6fbe1a08b32ef85711b283df39da716138322a643c0121b	76370706	2	125	configs/paper/figure4/transfer_all/seed2/parameters.yml	
figure4/transfer_all/seed2/ema150.pt	reproducibility/checkpoints/figure4/transfer_all/seed2/ema150.pt	local_research_archive_not_in_lightweight_release	6b45b64b634037b34ff04473affdf1121992c04a1e06e57a4c0adb3b53b5889a	76370706	2	150	configs/paper/figure4/transfer_all/seed2/parameters.yml	
figure4/transfer_all/seed2/ema175.pt	reproducibility/checkpoints/figure4/transfer_all/seed2/ema175.pt	local_research_archive_not_in_lightweight_release	e48b811f1f547289bfdfa9aa774da8bcd4b9f86199f1e221dd58375e93c12ee0	76370706	2	175	configs/paper/figure4/transfer_all/seed2/parameters.yml	
figure4/transfer_all/seed2/ema200.pt	reproducibility/checkpoints/figure4/transfer_all/seed2/ema200.pt	local_research_archive_not_in_lightweight_release	479bde056fe88d79f0576481557d5ae9ce20ce6ee9bf029fd7d0e556b39c77ca	76370706	2	200	configs/paper/figure4/transfer_all/seed2/parameters.yml	
figure4/transfer_nonsurface/seed0/ema025.pt	reproducibility/checkpoints/figure4/transfer_nonsurface/seed0/ema025.pt	local_research_archive_not_in_lightweight_release	eab94bce863d7e58ea425f66b1c17f1e47fa4be37db3904306bdf673be19d0c0	76370706	0	25	configs/paper/figure4/transfer_nonsurface/seed0/parameters.yml	
figure4/transfer_nonsurface/seed0/ema050.pt	reproducibility/checkpoints/figure4/transfer_nonsurface/seed0/ema050.pt	local_research_archive_not_in_lightweight_release	52b59e5d469277d24db0fe5e2c81d94891c05636a89bc58b942e1665b34fab29	76370706	0	50	configs/paper/figure4/transfer_nonsurface/seed0/parameters.yml	
figure4/transfer_nonsurface/seed0/ema075.pt	reproducibility/checkpoints/figure4/transfer_nonsurface/seed0/ema075.pt	local_research_archive_not_in_lightweight_release	11d919c57e8f4129ab2ca74fc07779999f9297af0079226c56c9f7bae7ce7394	76370706	0	75	configs/paper/figure4/transfer_nonsurface/seed0/parameters.yml	
figure4/transfer_nonsurface/seed0/ema100.pt	reproducibility/checkpoints/figure4/transfer_nonsurface/seed0/ema100.pt	local_research_archive_not_in_lightweight_release	21e203acd4ec1eb5e533b8b8b45ea9aca8ae169d5480a9a9ad0825c23df330d4	76370706	0	100	configs/paper/figure4/transfer_nonsurface/seed0/parameters.yml	
figure4/transfer_nonsurface/seed0/ema125.pt	reproducibility/checkpoints/figure4/transfer_nonsurface/seed0/ema125.pt	local_research_archive_not_in_lightweight_release	01eee686f21fb76c4adc53d7d61d61d38eac85efb9a83fe1952c6ba22558ef39	76370706	0	125	configs/paper/figure4/transfer_nonsurface/seed0/parameters.yml	
figure4/transfer_nonsurface/seed0/ema150.pt	reproducibility/checkpoints/figure4/transfer_nonsurface/seed0/ema150.pt	local_research_archive_not_in_lightweight_release	3a5628c7a84ed2e509c45841c859384993362751aedb7e0d50f43b432f532178	76370706	0	150	configs/paper/figure4/transfer_nonsurface/seed0/parameters.yml	
figure4/transfer_nonsurface/seed0/ema175.pt	reproducibility/checkpoints/figure4/transfer_nonsurface/seed0/ema175.pt	local_research_archive_not_in_lightweight_release	d30ae63c7885c75919debbfda035f8891e0678069a4dd5eb00a2479a881b0984	76370706	0	175	configs/paper/figure4/transfer_nonsurface/seed0/parameters.yml	
figure4/transfer_nonsurface/seed0/ema200.pt	reproducibility/checkpoints/figure4/transfer_nonsurface/seed0/ema200.pt	local_research_archive_not_in_lightweight_release	646ffa6fa6cd76f731e236f1fc9a5714e2634a0398be741ee28bbcc51cf396ad	76370706	0	200	configs/paper/figure4/transfer_nonsurface/seed0/parameters.yml	
figure4/transfer_nonsurface/seed1/ema025.pt	reproducibility/checkpoints/figure4/transfer_nonsurface/seed1/ema025.pt	local_research_archive_not_in_lightweight_release	be9ae67e28dda4df4c2a3b01aa544b4ecfaffe2094fdd5d6b328f28a1a54c4b8	76370706	1	25	configs/paper/figure4/transfer_nonsurface/seed1/parameters.yml	
figure4/transfer_nonsurface/seed1/ema050.pt	reproducibility/checkpoints/figure4/transfer_nonsurface/seed1/ema050.pt	local_research_archive_not_in_lightweight_release	e5de89e99ca5084beb95e76bce4ee29f9d0f1b5af27171f18f40eb268ec1709b	76370706	1	50	configs/paper/figure4/transfer_nonsurface/seed1/parameters.yml	
