family,contrast,metric,endpoint,epoch,noise_level,effect_definition,higher_is_better,raw_estimate,raw_ci_low,raw_ci_high,favorable_estimate,favorable_ci_low,favorable_ci_high,bootstrap_replicates,bootstrap_seed,n_training_seeds,n_paired_complexes,favorable_seed_directions,zero_seed_directions
DeltaG_surface_epoch_x_noise,Transfer-All-minus-Transfer-NonSurface,combined_alignment,epoch_x_noise,175,0.6,paired Surface-path interaction,True,0.022393943130056715,0.00360520678794048,0.03978253149298821,0.022393943130056715,0.00360520678794048,0.03978253149298821,10000,20260903,3,89,3,0
DeltaG_surface_epoch_x_noise,Transfer-All-minus-Transfer-NonSurface,combined_alignment,epoch_x_noise,175,0.9,paired Surface-path interaction,True,-0.05012656105881849,-0.07096471495706343,-0.02935347895035162,-0.05012656105881849,-0.07096471495706343,-0.02935347895035162,10000,20260903,3,89,0,0
DeltaG_surface_epoch_x_noise,Transfer-All-minus-Transfer-NonSurface,combined_alignment,epoch_x_noise,200,0.1,paired Surface-path interaction,True,0.06315883297921882,0.04346991795567754,0.084015846574261,0.06315883297921882,0.04346991795567754,0.084015846574261,10000,20260903,3,89,3,0
DeltaG_surface_epoch_x_noise,Transfer-All-minus-Transfer-NonSurface,combined_alignment,epoch_x_noise,200,0.3,paired Surface-path interaction,True,0.04032215555453558,0.018391288154647505,0.06303707861828936,0.04032215555453558,0.018391288154647505,0.06303707861828936,10000,20260903,3,89,3,0
DeltaG_surface_epoch_x_noise,Transfer-All-minus-Transfer-NonSurface,combined_alignment,epoch_x_noise,200,0.6,paired Surface-path interaction,True,0.02668580300336615,0.009808427023313276,0.04336020454654376,0.02668580300336615,0.009808427023313276,0.04336020454654376,10000,20260903,3,89,3,0
DeltaG_surface_epoch_x_noise,Transfer-All-minus-Transfer-NonSurface,combined_alignment,epoch_x_noise,200,0.9,paired Surface-path interaction,True,-0.057897911683800596,-0.07795633043009541,-0.03844164802022771,-0.057897911683800596,-0.07795633043009541,-0.03844164802022771,10000,20260903,3,89,0,0
DeltaG_surface_epoch_x_noise,Transfer-All-minus-Transfer-NonSurface,delta_RMSD_1step,epoch_x_noise,25,0.1,paired Surface-path interaction,True,0.04173264082826036,0.03806214265744689,0.04579597039480635,0.04173264082826036,0.03806214265744689,0.04579597039480635,10000,20260903,3,89,3,0
DeltaG_surface_epoch_x_noise,Transfer-All-minus-Transfer-NonSurface,delta_RMSD_1step,epoch_x_noise,25,0.3,paired Surface-path interaction,True,0.12336456599638694,0.1088712242983216,0.141437297302858,0.12336456599638694,0.1088712242983216,0.141437297302858,10000,20260903,3,89,3,0
DeltaG_surface_epoch_x_noise,Transfer-All-minus-Transfer-NonSurface,delta_RMSD_1step,epoch_x_noise,25,0.6,paired Surface-path interaction,True,0.30585691738040266,0.26514885194977433,0.3564734580683787,0.30585691738040266,0.26514885194977433,0.3564734580683787,10000,20260903,3,89,3,0
DeltaG_surface_epoch_x_noise,Transfer-All-minus-Transfer-NonSurface,delta_RMSD_1step,epoch_x_noise,25,0.9,paired Surface-path interaction,True,0.24419929122329165,0.18926811147413994,0.30290274566588626,0.24419929122329165,0.18926811147413994,0.30290274566588626,10000,20260903,3,89,3,0
DeltaG_surface_epoch_x_noise,Transfer-All-minus-Transfer-NonSurface,delta_RMSD_1step,epoch_x_noise,50,0.1,paired Surface-path interaction,True,0.02607288698393924,0.02355304316605564,0.028655900300630217,0.02607288698393924,0.02355304316605564,0.028655900300630217,10000,20260903,3,89,3,0
DeltaG_surface_epoch_x_noise,Transfer-All-minus-Transfer-NonSurface,delta_RMSD_1step,epoch_x_noise,50,0.3,paired Surface-path interaction,True,0.05981393652231124,0.05250503393712243,0.06729040723882454,0.05981393652231124,0.05250503393712243,0.06729040723882454,10000,20260903,3,89,3,0
DeltaG_surface_epoch_x_noise,Transfer-All-minus-Transfer-NonSurface,delta_RMSD_1step,epoch_x_noise,50,0.6,paired Surface-path interaction,True,0.12455907206757467,0.10469612092849641,0.14468619433922508,0.12455907206757467,0.10469612092849641,0.14468619433922508,10000,20260903,3,89,3,0
DeltaG_surface_epoch_x_noise,Transfer-All-minus-Transfer-NonSurface,delta_RMSD_1step,epoch_x_noise,50,0.9,paired Surface-path interaction,True,0.13038671464309548,0.0794014314138439,0.17780079419786646,0.13038671464309548,0.0794014314138439,0.17780079419786646,10000,20260903,3,89,3,0
DeltaG_surface_epoch_x_noise,Transfer-All-minus-Transfer-NonSurface,delta_RMSD_1step,epoch_x_noise,75,0.1,paired Surface-path interaction,True,0.019154627335154283,0.016634061033326993,0.021720867397924924,0.019154627335154283,0.016634061033326993,0.021720867397924924,10000,20260903,3,89,3,0
DeltaG_surface_epoch_x_noise,Transfer-All-minus-Transfer-NonSurface,delta_RMSD_1step,epoch_x_noise,75,0.3,paired Surface-path interaction,True,0.03472201805859856,0.02794867253608244,0.041492369209643505,0.03472201805859856,0.02794867253608244,0.041492369209643505,10000,20260903,3,89,3,0
DeltaG_surface_epoch_x_noise,Transfer-All-minus-Transfer-NonSurface,delta_RMSD_1step,epoch_x_noise,75,0.6,paired Surface-path interaction,True,0.06734477668301114,0.04397357604017557,0.09131477240257627,0.06734477668301114,0.04397357604017557,0.09131477240257627,10000,20260903,3,89,3,0
DeltaG_surface_epoch_x_noise,Transfer-All-minus-Transfer-NonSurface,delta_RMSD_1step,epoch_x_noise,75,0.9,paired Surface-path interaction,True,0.09071882667390023,0.06513129695477746,0.11497811815147817,0.09071882667390023,0.06513129695477746,0.11497811815147817,10000,20260903,3,89,3,0
DeltaG_surface_epoch_x_noise,Transfer-All-minus-Transfer-NonSurface,delta_RMSD_1step,epoch_x_noise,100,0.1,paired Surface-path interaction,True,0.016930351908686067,0.014373592633203501,0.019555301259184005,0.016930351908686067,0.014373592633203501,0.019555301259184005,10000,20260903,3,89,3,0
DeltaG_surface_epoch_x_noise,Transfer-All-minus-Transfer-NonSurface,delta_RMSD_1step,epoch_x_noise,100,0.3,paired Surface-path interaction,True,0.03907094783538283,0.03281439813361127,0.04572195457108797,0.03907094783538283,0.03281439813361127,0.04572195457108797,10000,20260903,3,89,3,0
DeltaG_surface_epoch_x_noise,Transfer-All-minus-Transfer-NonSurface,delta_RMSD_1step,epoch_x_noise,100,0.6,paired Surface-path interaction,True,0.10043835584395328,0.0794055531032754,0.12104631851895616,0.10043835584395328,0.0794055531032754,0.12104631851895616,10000,20260903,3,89,3,0
DeltaG_surface_epoch_x_noise,Transfer-All-minus-Transfer-NonSurface,delta_RMSD_1step,epoch_x_noise,100,0.9,paired Surface-path interaction,True,0.13017073985939073,0.10376656852432219,0.15909944419407462,0.13017073985939073,0.10376656852432219,0.15909944419407462,10000,20260903,3,89,3,0
DeltaG_surface_epoch_x_noise,Transfer-All-minus-Transfer-NonSurface,delta_RMSD_1step,epoch_x_noise,125,0.1,paired Surface-path interaction,True,0.015014529788498735,0.01222217880312096,0.01787579666249729,0.015014529788498735,0.01222217880312096,0.01787579666249729,10000,20260903,3,89,3,0
DeltaG_surface_epoch_x_noise,Transfer-All-minus-Transfer-NonSurface,delta_RMSD_1step,epoch_x_noise,125,0.3,paired Surface-path interaction,True,0.03245941009684017,0.024085188006026586,0.040713365981610385,0.03245941009684017,0.024085188006026586,0.040713365981610385,10000,20260903,3,89,3,0
DeltaG_surface_epoch_x_noise,Transfer-All-minus-Transfer-NonSurface,delta_RMSD_1step,epoch_x_noise,125,0.6,paired Surface-path interaction,True,0.053568504233115176,0.029489197856239584,0.07557281414124627,0.053568504233115176,0.029489197856239584,0.07557281414124627,10000,20260903,3,89,3,0
DeltaG_surface_epoch_x_noise,Transfer-All-minus-Transfer-NonSurface,delta_RMSD_1step,epoch_x_noise,125,0.9,paired Surface-path interaction,True,0.08261670476437445,0.01517637067909735,0.1577809899341853,0.08261670476437445,0.01517637067909735,0.1577809899341853,10000,20260903,3,89,3,0
DeltaG_surface_epoch_x_noise,Transfer-All-minus-Transfer-NonSurface,delta_RMSD_1step,epoch_x_noise,150,0.1,paired Surface-path interaction,True,0.01393036870553357,0.011264535771888542,0.01665999809287727,0.01393036870553357,0.011264535771888542,0.01665999809287727,10000,20260903,3,89,3,0
DeltaG_surface_epoch_x_noise,Transfer-All-minus-Transfer-NonSurface,delta_RMSD_1step,epoch_x_noise,150,0.3,paired Surface-path interaction,True,0.033537441962479736,0.02456668777829549,0.04158254830801627,0.033537441962479736,0.02456668777829549,0.04158254830801627,10000,20260903,3,89,3,0
DeltaG_surface_epoch_x_noise,Transfer-All-minus-Transfer-NonSurface,delta_RMSD_1step,epoch_x_noise,150,0.6,paired Surface-path interaction,True,0.07092081684755289,0.05057920126998869,0.09072612349543735,0.07092081684755289,0.05057920126998869,0.09072612349543735,10000,20260903,3,89,3,0
DeltaG_surface_epoch_x_noise,Transfer-All-minus-Transfer-NonSurface,delta_RMSD_1step,epoch_x_noise,150,0.9,paired Surface-path interaction,True,0.11420297948129414,0.06994270073598624,0.16741179983636129,0.11420297948129414,0.06994270073598624,0.16741179983636129,10000,20260903,3,89,3,0
DeltaG_surface_epoch_x_noise,Transfer-All-minus-Transfer-NonSurface,delta_RMSD_1step,epoch_x_noise,175,0.1,paired Surface-path interaction,True,0.011479969834317575,0.008442442580685786,0.01451292993103196,0.011479969834317575,0.008442442580685786,0.01451292993103196,10000,20260903,3,89,3,0
DeltaG_surface_epoch_x_noise,Transfer-All-minus-Transfer-NonSurface,delta_RMSD_1step,epoch_x_noise,175,0.3,paired Surface-path interaction,True,0.024994528156762216,0.015996943765378593,0.03315704910819839,0.024994528156762216,0.015996943765378593,0.03315704910819839,10000,20260903,3,89,3,0
DeltaG_surface_epoch_x_noise,Transfer-All-minus-Transfer-NonSurface,delta_RMSD_1step,epoch_x_noise,175,0.6,paired Surface-path interaction,True,0.03939205584269347,-0.002893172175202932,0.08972392300300808,0.03939205584269347,-0.002893172175202932,0.08972392300300808,10000,20260903,3,89,3,0
DeltaG_surface_epoch_x_noise,Transfer-All-minus-Transfer-NonSurface,delta_RMSD_1step,epoch_x_noise,175,0.9,paired Surface-path interaction,True,0.07958357956780858,0.034239374884372786,0.12499206199353223,0.07958357956780858,0.034239374884372786,0.12499206199353223,10000,20260903,3,89,3,0
DeltaG_surface_epoch_x_noise,Transfer-All-minus-Transfer-NonSurface,delta_RMSD_1step,epoch_x_noise,200,0.1,paired Surface-path interaction,True,0.011743012991614574,0.0075863271864743025,0.015830025719076057,0.011743012991614574,0.0075863271864743025,0.015830025719076057,10000,20260903,3,89,3,0
DeltaG_surface_epoch_x_noise,Transfer-All-minus-Transfer-NonSurface,delta_RMSD_1step,epoch_x_noise,200,0.3,paired Surface-path interaction,True,0.026713063455469786,0.010814945845829467,0.03991220579776606,0.026713063455469786,0.010814945845829467,0.03991220579776606,10000,20260903,3,89,3,0
DeltaG_surface_epoch_x_noise,Transfer-All-minus-Transfer-NonSurface,delta_RMSD_1step,epoch_x_noise,200,0.6,paired Surface-path interaction,True,0.03954619228094541,-0.0012880367216735005,0.07365728695113531,0.03954619228094541,-0.0012880367216735005,0.07365728695113531,10000,20260903,3,89,2,0
DeltaG_surface_epoch_x_noise,Transfer-All-minus-Transfer-NonSurface,delta_RMSD_1step,epoch_x_noise,200,0.9,paired Surface-path interaction,True,0.02533185360052279,-0.011626036346207194,0.06949546760658293,0.02533185360052279,-0.011626036346207194,0.06949546760658293,10000,20260903,3,89,3,0
M_chem_epoch_x_noise,Transfer-All-minus-Transfer-NonSurface,combined_alignment,epoch_x_noise,25,0.1,paired shuffled-chemistry sensitivity interaction,True,-0.0013664219411405546,-0.006403137431545764,0.0036187026634148765,-0.0013664219411405546,-0.006403137431545764,0.0036187026634148765,10000,20260903,3,89,1,0
M_chem_epoch_x_noise,Transfer-All-minus-Transfer-NonSurface,combined_alignment,epoch_x_noise,25,0.3,paired shuffled-chemistry sensitivity interaction,True,-0.003865524372745408,-0.008802570349605352,0.0004333136835787126,-0.003865524372745408,-0.008802570349605352,0.0004333136835787126,10000,20260903,3,89,0,0
M_chem_epoch_x_noise,Transfer-All-minus-Transfer-NonSurface,combined_alignment,epoch_x_noise,25,0.6,paired shuffled-chemistry sensitivity interaction,True,-0.004607971210204102,-0.008325241262997246,-0.001049241984402869,-0.004607971210204102,-0.008325241262997246,-0.001049241984402869,10000,20260903,3,89,0,0
M_chem_epoch_x_noise,Transfer-All-minus-Transfer-NonSurface,combined_alignment,epoch_x_noise,25,0.9,paired shuffled-chemistry sensitivity interaction,True,0.015006943736564056,0.007695348813803147,0.02299842897638656,0.015006943736564056,0.007695348813803147,0.02299842897638656,10000,20260903,3,89,3,0
M_chem_epoch_x_noise,Transfer-All-minus-Transfer-NonSurface,combined_alignment,epoch_x_noise,50,0.1,paired shuffled-chemistry sensitivity interaction,True,0.001100418612561726,-0.005892585541714819,0.008012690346898403,0.001100418612561726,-0.005892585541714819,0.008012690346898403,10000,20260903,3,89,2,0
M_chem_epoch_x_noise,Transfer-All-minus-Transfer-NonSurface,combined_alignment,epoch_x_noise,50,0.3,paired shuffled-chemistry sensitivity interaction,True,-0.002505183469005085,-0.009521482726828005,0.0037720222673474726,-0.002505183469005085,-0.009521482726828005,0.0037720222673474726,10000,20260903,3,89,2,0
M_chem_epoch_x_noise,Transfer-All-minus-Transfer-NonSurface,combined_alignment,epoch_x_noise,50,0.6,paired shuffled-chemistry sensitivity interaction,True,-0.0002879102386787628,-0.005904626886245237,0.006284312454002366,-0.0002879102386787628,-0.005904626886245237,0.006284312454002366,10000,20260903,3,89,1,0
M_chem_epoch_x_noise,Transfer-All-minus-Transfer-NonSurface,combined_alignment,epoch_x_noise,50,0.9,paired shuffled-chemistry sensitivity interaction,True,0.006149763586192888,-0.0006072655347773771,0.01275129875177195,0.006149763586192888,-0.0006072655347773771,0.01275129875177195,10000,20260903,3,89,3,0
M_chem_epoch_x_noise,Transfer-All-minus-Transfer-NonSurface,combined_alignment,epoch_x_noise,75,0.1,paired shuffled-chemistry sensitivity interaction,True,0.0005545180979655937,-0.00477012041493706,0.006011918109825316,0.0005545180979655937,-0.00477012041493706,0.006011918109825316,10000,20260903,3,89,2,0
M_chem_epoch_x_noise,Transfer-All-minus-Transfer-NonSurface,combined_alignment,epoch_x_noise,75,0.3,paired shuffled-chemistry sensitivity interaction,True,-0.0027798062856579566,-0.0076066560201609205,0.0018898475219210791,-0.0027798062856579566,-0.0076066560201609205,0.0018898475219210791,10000,20260903,3,89,0,0
M_chem_epoch_x_noise,Transfer-All-minus-Transfer-NonSurface,combined_alignment,epoch_x_noise,75,0.6,paired shuffled-chemistry sensitivity interaction,True,0.0003808007493249577,-0.003676268122793774,0.004612304809057365,0.0003808007493249577,-0.003676268122793774,0.004612304809057365,10000,20260903,3,89,2,0
M_chem_epoch_x_noise,Transfer-All-minus-Transfer-NonSurface,combined_alignment,epoch_x_noise,75,0.9,paired shuffled-chemistry sensitivity interaction,True,0.006048751311820223,-0.001381904091616828,0.013329542003663047,0.006048751311820223,-0.001381904091616828,0.013329542003663047,10000,20260903,3,89,3,0
M_chem_epoch_x_noise,Transfer-All-minus-Transfer-NonSurface,combined_alignment,epoch_x_noise,100,0.1,paired shuffled-chemistry sensitivity interaction,True,-0.0034572236244129542,-0.008975904807929577,0.0021092794847313245,-0.0034572236244129542,-0.008975904807929577,0.0021092794847313245,10000,20260903,3,89,0,0
M_chem_epoch_x_noise,Transfer-All-minus-Transfer-NonSurface,combined_alignment,epoch_x_noise,100,0.3,paired shuffled-chemistry sensitivity interaction,True,-0.0018971822562635387,-0.006331787459680677,0.0025371006065982226,-0.0018971822562635387,-0.006331787459680677,0.0025371006065982226,10000,20260903,3,89,1,0
M_chem_epoch_x_noise,Transfer-All-minus-Transfer-NonSurface,combined_alignment,epoch_x_noise,100,0.6,paired shuffled-chemistry sensitivity interaction,True,0.0009402308487303708,-0.0032569122609892574,0.005163786798452679,0.0009402308487303708,-0.0032569122609892574,0.005163786798452679,10000,20260903,3,89,2,0
M_chem_epoch_x_noise,Transfer-All-minus-Transfer-NonSurface,combined_alignment,epoch_x_noise,100,0.9,paired shuffled-chemistry sensitivity interaction,True,-0.0013504044377730389,-0.008956482666783302,0.006538344353214738,-0.0013504044377730389,-0.008956482666783302,0.006538344353214738,10000,20260903,3,89,1,0
M_chem_epoch_x_noise,Transfer-All-minus-Transfer-NonSurface,combined_alignment,epoch_x_noise,125,0.1,paired shuffled-chemistry sensitivity interaction,True,-0.00037749834633693334,-0.005986345891508963,0.005288399344699814,-0.00037749834633693334,-0.005986345891508963,0.005288399344699814,10000,20260903,3,89,0,0
M_chem_epoch_x_noise,Transfer-All-minus-Transfer-NonSurface,combined_alignment,epoch_x_noise,125,0.3,paired shuffled-chemistry sensitivity interaction,True,-0.0004051753504542681,-0.004773695501474911,0.004014273406016345,-0.0004051753504542681,-0.004773695501474911,0.004014273406016345,10000,20260903,3,89,1,0
M_chem_epoch_x_noise,Transfer-All-minus-Transfer-NonSurface,combined_alignment,epoch_x_noise,125,0.6,paired shuffled-chemistry sensitivity interaction,True,-0.0008078832118529095,-0.005870529139335269,0.004062191607470302,-0.0008078832118529095,-0.005870529139335269,0.004062191607470302,10000,20260903,3,89,2,0
M_chem_epoch_x_noise,Transfer-All-minus-Transfer-NonSurface,combined_alignment,epoch_x_noise,125,0.9,paired shuffled-chemistry sensitivity interaction,True,-0.005809874959234765,-0.013392474334556323,0.0018822463965432574,-0.005809874959234765,-0.013392474334556323,0.0018822463965432574,10000,20260903,3,89,0,0
M_chem_epoch_x_noise,Transfer-All-minus-Transfer-NonSurface,combined_alignment,epoch_x_noise,150,0.1,paired shuffled-chemistry sensitivity interaction,True,0.0015354955960694896,-0.004593218885308455,0.007329398077875644,0.0015354955960694896,-0.004593218885308455,0.007329398077875644,10000,20260903,3,89,2,0
M_chem_epoch_x_noise,Transfer-All-minus-Transfer-NonSurface,combined_alignment,epoch_x_noise,150,0.3,paired shuffled-chemistry sensitivity interaction,True,0.002496900089783823,-0.0022170693115906095,0.007098858528938345,0.002496900089783823,-0.0022170693115906095,0.007098858528938345,10000,20260903,3,89,3,0
M_chem_epoch_x_noise,Transfer-All-minus-Transfer-NonSurface,combined_alignment,epoch_x_noise,150,0.6,paired shuffled-chemistry sensitivity interaction,True,0.00039974668765416894,-0.00394478974170531,0.00478456885750309,0.00039974668765416894,-0.00394478974170531,0.00478456885750309,10000,20260903,3,89,1,0
M_chem_epoch_x_noise,Transfer-All-minus-Transfer-NonSurface,combined_alignment,epoch_x_noise,150,0.9,paired shuffled-chemistry sensitivity interaction,True,-0.008745040507690765,-0.01658997171948694,-0.0008278244014138551,-0.008745040507690765,-0.01658997171948694,-0.0008278244014138551,10000,20260903,3,89,0,0
M_chem_epoch_x_noise,Transfer-All-minus-Transfer-NonSurface,combined_alignment,epoch_x_noise,175,0.1,paired shuffled-chemistry sensitivity interaction,True,0.0005614625648802462,-0.005865911307213674,0.007027144733599982,0.0005614625648802462,-0.005865911307213674,0.007027144733599982,10000,20260903,3,89,1,0
M_chem_epoch_x_noise,Transfer-All-minus-Transfer-NonSurface,combined_alignment,epoch_x_noise,175,0.3,paired shuffled-chemistry sensitivity interaction,True,0.0015849362248208704,-0.0029564524399204773,0.006211872619403662,0.0015849362248208704,-0.0029564524399204773,0.006211872619403662,10000,20260903,3,89,3,0
M_chem_epoch_x_noise,Transfer-All-minus-Transfer-NonSurface,combined_alignment,epoch_x_noise,175,0.6,paired shuffled-chemistry sensitivity interaction,True,-0.0012807664153741828,-0.005465777328811872,0.0029184035995925357,-0.0012807664153741828,-0.005465777328811872,0.0029184035995925357,10000,20260903,3,89,0,0
M_chem_epoch_x_noise,Transfer-All-minus-Transfer-NonSurface,combined_alignment,epoch_x_noise,175,0.9,paired shuffled-chemistry sensitivity interaction,True,-0.007356797765935213,-0.015099575401144975,0.0005623911446265751,-0.007356797765935213,-0.015099575401144975,0.0005623911446265751,10000,20260903,3,89,0,0
M_chem_epoch_x_noise,Transfer-All-minus-Transfer-NonSurface,combined_alignment,epoch_x_noise,200,0.1,paired shuffled-chemistry sensitivity interaction,True,-0.0010618696852234641,-0.007318303138115185,0.0048893687181249335,-0.0010618696852234641,-0.007318303138115185,0.0048893687181249335,10000,20260903,3,89,1,0
M_chem_epoch_x_noise,Transfer-All-minus-Transfer-NonSurface,combined_alignment,epoch_x_noise,200,0.3,paired shuffled-chemistry sensitivity interaction,True,0.0003419569367931712,-0.004713225238956335,0.005240380580053705,0.0003419569367931712,-0.004713225238956335,0.005240380580053705,10000,20260903,3,89,2,0
M_chem_epoch_x_noise,Transfer-All-minus-Transfer-NonSurface,combined_alignment,epoch_x_noise,200,0.6,paired shuffled-chemistry sensitivity interaction,True,-0.001171441157674002,-0.005673093885457021,0.0033548558019459887,-0.001171441157674002,-0.005673093885457021,0.0033548558019459887,10000,20260903,3,89,0,0
M_chem_epoch_x_noise,Transfer-All-minus-Transfer-NonSurface,combined_alignment,epoch_x_noise,200,0.9,paired shuffled-chemistry sensitivity interaction,True,-0.00784211803869601,-0.015401140178080194,-0.00032833971391837096,-0.00784211803869601,-0.015401140178080194,-0.00032833971391837096,10000,20260903,3,89,0,0
M_chem_epoch_x_noise,Transfer-All-minus-Transfer-NonSurface,delta_RMSD_1step,epoch_x_noise,25,0.1,paired shuffled-chemistry sensitivity interaction,True,-2.256267614705078e-05,-0.0002935761722407146,0.00024684646202616846,-2.256267614705078e-05,-0.0002935761722407146,0.00024684646202616846,10000,20260903,3,89,0,0
M_chem_epoch_x_noise,Transfer-All-minus-Transfer-NonSurface,delta_RMSD_1step,epoch_x_noise,25,0.3,paired shuffled-chemistry sensitivity interaction,True,-0.00043637851576745675,-0.0013062633324215425,0.0004188248857481325,-0.00043637851576745675,-0.0013062633324215425,0.0004188248857481325,10000,20260903,3,89,0,0
M_chem_epoch_x_noise,Transfer-All-minus-Transfer-NonSurface,delta_RMSD_1step,epoch_x_noise,25,0.6,paired shuffled-chemistry sensitivity interaction,True,-0.0016001009492420289,-0.005785204521991079,0.0024183476546668,-0.0016001009492420289,-0.005785204521991079,0.0024183476546668,10000,20260903,3,89,0,0
M_chem_epoch_x_noise,Transfer-All-minus-Transfer-NonSurface,delta_RMSD_1step,epoch_x_noise,25,0.9,paired shuffled-chemistry sensitivity interaction,True,0.014718979464594648,0.008870952673658172,0.020604001546061963,0.014718979464594648,0.008870952673658172,0.020604001546061963,10000,20260903,3,89,3,0
M_chem_epoch_x_noise,Transfer-All-minus-Transfer-NonSurface,delta_RMSD_1step,epoch_x_noise,50,0.1,paired shuffled-chemistry sensitivity interaction,True,0.00014579722558681813,-0.00018600563157317822,0.000488844819355146,0.00014579722558681813,-0.00018600563157317822,0.000488844819355146,10000,20260903,3,89,3,0
M_chem_epoch_x_noise,Transfer-All-minus-Transfer-NonSurface,delta_RMSD_1step,epoch_x_noise,50,0.3,paired shuffled-chemistry sensitivity interaction,True,-0.0002669730481088813,-0.0012407860268835757,0.0007201132944656306,-0.0002669730481088813,-0.0012407860268835757,0.0007201132944656306,10000,20260903,3,89,0,0
M_chem_epoch_x_noise,Transfer-All-minus-Transfer-NonSurface,delta_RMSD_1step,epoch_x_noise,50,0.6,paired shuffled-chemistry sensitivity interaction,True,-0.001970671145910846,-0.006836059564142968,0.0026121811916746816,-0.001970671145910846,-0.006836059564142968,0.0026121811916746816,10000,20260903,3,89,0,0
M_chem_epoch_x_noise,Transfer-All-minus-Transfer-NonSurface,delta_RMSD_1step,epoch_x_noise,50,0.9,paired shuffled-chemistry sensitivity interaction,True,0.012687165326453203,0.005560662687903504,0.02002413829303632,0.012687165326453203,0.005560662687903504,0.02002413829303632,10000,20260903,3,89,3,0
M_chem_epoch_x_noise,Transfer-All-minus-Transfer-NonSurface,delta_RMSD_1step,epoch_x_noise,75,0.1,paired shuffled-chemistry sensitivity interaction,True,4.290940498924371e-05,-0.000435760768158449,0.0005366891112362814,4.290940498924371e-05,-0.000435760768158449,0.0005366891112362814,10000,20260903,3,89,1,0
M_chem_epoch_x_noise,Transfer-All-minus-Transfer-NonSurface,delta_RMSD_1step,epoch_x_noise,75,0.3,paired shuffled-chemistry sensitivity interaction,True,-0.00045459186616039873,-0.0016351295881263496,0.0006913686451318098,-0.00045459186616039873,-0.0016351295881263496,0.0006913686451318098,10000,20260903,3,89,0,0
M_chem_epoch_x_noise,Transfer-All-minus-Transfer-NonSurface,delta_RMSD_1step,epoch_x_noise,75,0.6,paired shuffled-chemistry sensitivity interaction,True,-0.0035266440465636186,-0.008773097754553589,0.0014225387262887653,-0.0035266440465636186,-0.008773097754553589,0.0014225387262887653,10000,20260903,3,89,0,0
M_chem_epoch_x_noise,Transfer-All-minus-Transfer-NonSurface,delta_RMSD_1step,epoch_x_noise,75,0.9,paired shuffled-chemistry sensitivity interaction,True,0.008372360186640566,0.00033969237281407204,0.01632877448876301,0.008372360186640566,0.00033969237281407204,0.01632877448876301,10000,20260903,3,89,3,0
M_chem_epoch_x_noise,Transfer-All-minus-Transfer-NonSurface,delta_RMSD_1step,epoch_x_noise,100,0.1,paired shuffled-chemistry sensitivity interaction,True,2.5392150588198798e-05,-0.0006089837273798953,0.0006617297859884043,2.5392150588198798e-05,-0.0006089837273798953,0.0006617297859884043,10000,20260903,3,89,2,0
M_chem_epoch_x_noise,Transfer-All-minus-Transfer-NonSurface,delta_RMSD_1step,epoch_x_noise,100,0.3,paired shuffled-chemistry sensitivity interaction,True,-0.00044351921521357994,-0.0018289498050482824,0.0009221720818528569,-0.00044351921521357994,-0.0018289498050482824,0.0009221720818528569,10000,20260903,3,89,1,0
M_chem_epoch_x_noise,Transfer-All-minus-Transfer-NonSurface,delta_RMSD_1step,epoch_x_noise,100,0.6,paired shuffled-chemistry sensitivity interaction,True,-0.003545809180674388,-0.01028386218600041,0.0035829280884147846,-0.003545809180674388,-0.01028386218600041,0.0035829280884147846,10000,20260903,3,89,1,0
M_chem_epoch_x_noise,Transfer-All-minus-Transfer-NonSurface,delta_RMSD_1step,epoch_x_noise,100,0.9,paired shuffled-chemistry sensitivity interaction,True,0.004376304210755628,-0.005077989277436116,0.013754778377511583,0.004376304210755628,-0.005077989277436116,0.013754778377511583,10000,20260903,3,89,2,0
M_chem_epoch_x_noise,Transfer-All-minus-Transfer-NonSurface,delta_RMSD_1step,epoch_x_noise,125,0.1,paired shuffled-chemistry sensitivity interaction,True,0.0003145143119523695,-0.0004934249600461836,0.0011342967461753666,0.0003145143119523695,-0.0004934249600461836,0.0011342967461753666,10000,20260903,3,89,2,0
M_chem_epoch_x_noise,Transfer-All-minus-Transfer-NonSurface,delta_RMSD_1step,epoch_x_noise,125,0.3,paired shuffled-chemistry sensitivity interaction,True,-0.00017741541546756386,-0.001687161486532602,0.0013345443998873374,-0.00017741541546756386,-0.001687161486532602,0.0013345443998873374,10000,20260903,3,89,1,0
M_chem_epoch_x_noise,Transfer-All-minus-Transfer-NonSurface,delta_RMSD_1step,epoch_x_noise,125,0.6,paired shuffled-chemistry sensitivity interaction,True,-0.004009372867146029,-0.011012422336345076,0.0035142176973082845,-0.004009372867146029,-0.011012422336345076,0.0035142176973082845,10000,20260903,3,89,1,0
M_chem_epoch_x_noise,Transfer-All-minus-Transfer-NonSurface,delta_RMSD_1step,epoch_x_noise,125,0.9,paired shuffled-chemistry sensitivity interaction,True,0.002651963579925457,-0.007123272117571935,0.012190356372618703,0.002651963579925457,-0.007123272117571935,0.012190356372618703,10000,20260903,3,89,2,0
M_chem_epoch_x_noise,Transfer-All-minus-Transfer-NonSurface,delta_RMSD_1step,epoch_x_noise,150,0.1,paired shuffled-chemistry sensitivity interaction,True,0.00038081554782136364,-0.00046086026491195576,0.0012083508492388244,0.00038081554782136364,-0.00046086026491195576,0.0012083508492388244,10000,20260903,3,89,2,0
