subset	fraction_pct	left	right	metric	difference_left_minus_right	ci95_low	ci95_high	unit	bootstrap_draws	resampling	ci_status	finite_bootstrap_draws
All128	100	Transfer-All	rDock	coverage_k10_lt2_pct	20.3125	10.416666666666671	29.6875	percentage_points	10000	independent_repeats_shared_complexes	POINTWISE_EXPLORATORY	10000
All128	100	Transfer-All	rDock	median_best_rmsd_A	-1.118694534576743	-1.5325772781436526	-0.5606970518086355	Angstrom	10000	independent_repeats_shared_complexes	POINTWISE_EXPLORATORY	10000
All128	100	Transfer-All	rDock	valid_fraction_pct	0.78125	0.0	2.34375	percentage_points	10000	independent_repeats_shared_complexes	POINTWISE_EXPLORATORY	10000
All128	100	Transfer-All	LeDock	pose_density_lt2_pct	-7.135416666666664	-12.864583333333332	-1.6145833333333321	percentage_points	10000	independent_repeats_shared_complexes	POINTWISE_EXPLORATORY	10000
All128	100	Transfer-All	LeDock	coverage_k10_lt2_pct	12.239583333333336	3.125	21.093749999999993	percentage_points	10000	independent_repeats_shared_complexes	POINTWISE_EXPLORATORY	10000
All128	100	Transfer-All	LeDock	median_best_rmsd_A	-0.4003329929100765	-0.7176070156715751	-0.0795841722597848	Angstrom	10000	independent_repeats_shared_complexes	POINTWISE_EXPLORATORY	10000
All128	100	Transfer-All	LeDock	valid_fraction_pct	6.276041666666671	3.0208333333333286	10.0	percentage_points	10000	independent_repeats_shared_complexes	POINTWISE_EXPLORATORY	10000
All128	100	Transfer-All	PLANTS	pose_density_lt2_pct	10.208333333333336	6.588541666666668	14.010416666666664	percentage_points	10000	independent_repeats_shared_complexes	POINTWISE_EXPLORATORY	10000
All128	100	Transfer-All	PLANTS	coverage_k10_lt2_pct	20.3125	11.197916666666664	29.166666666666668	percentage_points	10000	independent_repeats_shared_complexes	POINTWISE_EXPLORATORY	10000
All128	100	Transfer-All	PLANTS	median_best_rmsd_A	-1.666808159576743	-2.212726510627077	-0.9007151157693204	Angstrom	10000	independent_repeats_shared_complexes	POINTWISE_EXPLORATORY	10000
All128	100	Transfer-All	PLANTS	valid_fraction_pct	10.15625	5.46875	15.625	percentage_points	10000	independent_repeats_shared_complexes	POINTWISE_EXPLORATORY	10000
All128	100	Transfer-All	AutoDock-GPU	pose_density_lt2_pct	6.223958333333334	2.083333333333334	10.442708333333332	percentage_points	10000	independent_repeats_shared_complexes	POINTWISE_EXPLORATORY	10000
All128	100	Transfer-All	AutoDock-GPU	coverage_k10_lt2_pct	23.4375	14.84375	32.03125	percentage_points	10000	independent_repeats_shared_complexes	POINTWISE_EXPLORATORY	10000
All128	100	Transfer-All	AutoDock-GPU	median_best_rmsd_A	-1.1238952279100762	-1.673482547190286	-0.7280617336790061	Angstrom	10000	independent_repeats_shared_complexes	POINTWISE_EXPLORATORY	10000
All128	100	Transfer-All	AutoDock-GPU	valid_fraction_pct	4.6875	1.5625	8.59375	percentage_points	10000	independent_repeats_shared_complexes	POINTWISE_EXPLORATORY	10000
All128	100	Transfer-NonSurface	Vina	pose_density_lt2_pct	6.692708333333333	3.90625	9.557291666666664	percentage_points	10000	independent_repeats_shared_complexes	POINTWISE_EXPLORATORY	10000
All128	100	Transfer-NonSurface	Vina	coverage_k10_lt2_pct	10.416666666666664	1.5625	19.270833333333332	percentage_points	10000	independent_repeats_shared_complexes	POINTWISE_EXPLORATORY	10000
All128	100	Transfer-NonSurface	Vina	median_best_rmsd_A	-1.1106401434102264	-1.7723795315983188	-0.24580597084748865	Angstrom	10000	independent_repeats_shared_complexes	POINTWISE_EXPLORATORY	10000
All128	100	Transfer-NonSurface	Vina	valid_fraction_pct	17.1875	10.9375	23.69791666666667	percentage_points	10000	independent_repeats_shared_complexes	POINTWISE_EXPLORATORY	10000
All128	100	Transfer-NonSurface	rDock	pose_density_lt2_pct	-12.057291666666668	-18.359375	-6.09375	percentage_points	10000	independent_repeats_shared_complexes	POINTWISE_EXPLORATORY	10000
All128	100	Transfer-NonSurface	rDock	coverage_k10_lt2_pct	9.114583333333329	-0.00651041666666069	18.229166666666664	percentage_points	10000	independent_repeats_shared_complexes	POINTWISE_EXPLORATORY	10000
All128	100	Transfer-NonSurface	rDock	median_best_rmsd_A	-0.767591890076893	-1.1756426203648729	-0.20990439932794486	Angstrom	10000	independent_repeats_shared_complexes	POINTWISE_EXPLORATORY	10000
All128	100	Transfer-NonSurface	rDock	valid_fraction_pct	0.78125	0.0	2.34375	percentage_points	10000	independent_repeats_shared_complexes	POINTWISE_EXPLORATORY	10000
All128	100	Transfer-NonSurface	LeDock	pose_density_lt2_pct	-11.692708333333332	-17.1875	-6.354166666666668	percentage_points	10000	independent_repeats_shared_complexes	POINTWISE_EXPLORATORY	10000
All128	100	Transfer-NonSurface	LeDock	coverage_k10_lt2_pct	1.0416666666666643	-7.8125	9.635416666666671	percentage_points	10000	independent_repeats_shared_complexes	POINTWISE_EXPLORATORY	10000
All128	100	Transfer-NonSurface	LeDock	median_best_rmsd_A	-0.049230348410226554	-0.37525310664509937	0.3089542255789421	Angstrom	10000	independent_repeats_shared_complexes	POINTWISE_EXPLORATORY	10000
All128	100	Transfer-NonSurface	LeDock	valid_fraction_pct	6.276041666666671	3.0208333333333286	10.0	percentage_points	10000	independent_repeats_shared_complexes	POINTWISE_EXPLORATORY	10000
All128	100	Transfer-NonSurface	PLANTS	pose_density_lt2_pct	5.651041666666667	2.838541666666666	8.541666666666666	percentage_points	10000	independent_repeats_shared_complexes	POINTWISE_EXPLORATORY	10000
All128	100	Transfer-NonSurface	PLANTS	coverage_k10_lt2_pct	9.114583333333329	0.5208333333333355	17.96875	percentage_points	10000	independent_repeats_shared_complexes	POINTWISE_EXPLORATORY	10000
All128	100	Transfer-NonSurface	PLANTS	median_best_rmsd_A	-1.315705515076893	-1.865448778786461	-0.5488240899440194	Angstrom	10000	independent_repeats_shared_complexes	POINTWISE_EXPLORATORY	10000
All128	100	Transfer-NonSurface	PLANTS	valid_fraction_pct	10.15625	5.46875	15.625	percentage_points	10000	independent_repeats_shared_complexes	POINTWISE_EXPLORATORY	10000
All128	100	Transfer-NonSurface	AutoDock-GPU	pose_density_lt2_pct	1.666666666666666	-1.875	5.130208333333333	percentage_points	10000	independent_repeats_shared_complexes	POINTWISE_EXPLORATORY	10000
All128	100	Transfer-NonSurface	AutoDock-GPU	coverage_k10_lt2_pct	12.239583333333329	3.6458333333333357	20.833333333333336	percentage_points	10000	independent_repeats_shared_complexes	POINTWISE_EXPLORATORY	10000
All128	100	Transfer-NonSurface	AutoDock-GPU	median_best_rmsd_A	-0.7727925834102263	-1.3145245728999588	-0.34910537736595554	Angstrom	10000	independent_repeats_shared_complexes	POINTWISE_EXPLORATORY	10000
All128	100	Transfer-NonSurface	AutoDock-GPU	valid_fraction_pct	4.6875	1.5625	8.59375	percentage_points	10000	independent_repeats_shared_complexes	POINTWISE_EXPLORATORY	10000
Yan72	10	Transfer-All	Transfer-NonSurface	pose_density_lt2_pct	9.537037037037038	6.388888888888889	12.824074074074076	percentage_points	10000	paired_surface_transfer	POINTWISE_EXPLORATORY	10000
Yan72	10	Transfer-All	Transfer-NonSurface	coverage_k10_lt2_pct	19.907407407407405	11.111111111111114	29.166666666666664	percentage_points	10000	paired_surface_transfer	POINTWISE_EXPLORATORY	10000
Yan72	10	Transfer-All	Transfer-NonSurface	median_best_rmsd_A	-0.8863898599144548	-1.2639509251732495	-0.3944444958355397	Angstrom	10000	paired_surface_transfer	POINTWISE_EXPLORATORY	10000
Yan72	10	Transfer-All	Transfer-NonSurface	valid_fraction_pct	0.0	0.0	0.0	percentage_points	10000	paired_surface_transfer	POINTWISE_EXPLORATORY	10000
Yan72	25	Transfer-All	Transfer-NonSurface	pose_density_lt2_pct	6.064814814814815	3.287037037037038	9.074074074074073	percentage_points	10000	paired_surface_transfer	POINTWISE_EXPLORATORY	10000
Yan72	25	Transfer-All	Transfer-NonSurface	coverage_k10_lt2_pct	12.037037037037024	3.7037037037037024	21.29629629629629	percentage_points	10000	paired_surface_transfer	POINTWISE_EXPLORATORY	10000
Yan72	25	Transfer-All	Transfer-NonSurface	median_best_rmsd_A	-0.5285152528608885	-0.9813172883814033	-0.08539726332631316	Angstrom	10000	paired_surface_transfer	POINTWISE_EXPLORATORY	10000
Yan72	25	Transfer-All	Transfer-NonSurface	valid_fraction_pct	0.0	0.0	0.0	percentage_points	10000	paired_surface_transfer	POINTWISE_EXPLORATORY	10000
Yan72	50	Transfer-All	Transfer-NonSurface	pose_density_lt2_pct	6.666666666666666	3.101851851851853	10.416666666666664	percentage_points	10000	paired_surface_transfer	POINTWISE_EXPLORATORY	10000
Yan72	50	Transfer-All	Transfer-NonSurface	coverage_k10_lt2_pct	7.407407407407419	-0.462962962962969	15.74074074074074	percentage_points	10000	paired_surface_transfer	POINTWISE_EXPLORATORY	10000
Yan72	50	Transfer-All	Transfer-NonSurface	median_best_rmsd_A	-0.2539154639910439	-0.6773313654010271	0.06989288478865832	Angstrom	10000	paired_surface_transfer	POINTWISE_EXPLORATORY	10000
Yan72	50	Transfer-All	Transfer-NonSurface	valid_fraction_pct	0.0	0.0	0.0	percentage_points	10000	paired_surface_transfer	POINTWISE_EXPLORATORY	10000
Yan72	100	Transfer-All	Transfer-NonSurface	pose_density_lt2_pct	4.166666666666668	0.9722222222222232	7.361111111111109	percentage_points	10000	paired_surface_transfer	POINTWISE_EXPLORATORY	10000
Yan72	100	Transfer-All	Transfer-NonSurface	coverage_k10_lt2_pct	11.574074074074069	2.3148148148148096	20.833333333333336	percentage_points	10000	paired_surface_transfer	POINTWISE_EXPLORATORY	10000
Yan72	100	Transfer-All	Transfer-NonSurface	median_best_rmsd_A	-0.42821710435843463	-0.7688432419918516	0.09168692334789058	Angstrom	10000	paired_surface_transfer	POINTWISE_EXPLORATORY	10000
Yan72	100	Transfer-All	Transfer-NonSurface	valid_fraction_pct	0.0	0.0	0.0	percentage_points	10000	paired_surface_transfer	POINTWISE_EXPLORATORY	10000
Yan72	10	Transfer-All	Vina	pose_density_lt2_pct	8.564814814814817	4.583333333333333	12.638888888888891	percentage_points	10000	independent_repeats_shared_complexes	POINTWISE_EXPLORATORY	10000
Yan72	10	Transfer-All	Vina	coverage_k10_lt2_pct	7.870370370370367	-2.7777777777777715	18.981481481481474	percentage_points	10000	independent_repeats_shared_complexes	POINTWISE_EXPLORATORY	10000
Yan72	10	Transfer-All	Vina	median_best_rmsd_A	-0.639250703907589	-1.5442708469923883	0.225959090673197	Angstrom	10000	independent_repeats_shared_complexes	POINTWISE_EXPLORATORY	10000
Yan72	10	Transfer-All	Vina	valid_fraction_pct	12.962962962962976	5.555555555555557	20.83333333333333	percentage_points	10000	independent_repeats_shared_complexes	POINTWISE_EXPLORATORY	10000
Yan72	10	Transfer-All	rDock	pose_density_lt2_pct	-17.870370370370374	-26.620370370370367	-9.350694444444457	percentage_points	10000	independent_repeats_shared_complexes	POINTWISE_EXPLORATORY	10000
Yan72	10	Transfer-All	rDock	coverage_k10_lt2_pct	6.018518518518526	-5.092592592592595	17.129629629629633	percentage_points	10000	independent_repeats_shared_complexes	POINTWISE_EXPLORATORY	10000
Yan72	10	Transfer-All	rDock	median_best_rmsd_A	-0.40683152890758856	-1.1374673945693325	0.26933609941961656	Angstrom	10000	independent_repeats_shared_complexes	POINTWISE_EXPLORATORY	10000
Yan72	10	Transfer-All	rDock	valid_fraction_pct	1.3888888888888715	0.0	4.166666666666671	percentage_points	10000	independent_repeats_shared_complexes	POINTWISE_EXPLORATORY	10000
Yan72	10	Transfer-All	LeDock	pose_density_lt2_pct	-12.592592592592593	-20.37037037037037	-5.4629629629629655	percentage_points	10000	independent_repeats_shared_complexes	POINTWISE_EXPLORATORY	10000
Yan72	10	Transfer-All	LeDock	coverage_k10_lt2_pct	0.0	-12.037037037037038	12.037037037037038	percentage_points	10000	independent_repeats_shared_complexes	POINTWISE_EXPLORATORY	10000
Yan72	10	Transfer-All	LeDock	median_best_rmsd_A	-0.013864873907588837	-0.559281453421014	0.5746905158447324	Angstrom	10000	independent_repeats_shared_complexes	POINTWISE_EXPLORATORY	10000
Yan72	10	Transfer-All	LeDock	valid_fraction_pct	8.240740740740748	3.194444444444443	14.212962962962976	percentage_points	10000	independent_repeats_shared_complexes	POINTWISE_EXPLORATORY	10000
Yan72	10	Transfer-All	PLANTS	pose_density_lt2_pct	7.222222222222221	3.1006944444444433	11.481481481481483	percentage_points	10000	independent_repeats_shared_complexes	POINTWISE_EXPLORATORY	10000
Yan72	10	Transfer-All	PLANTS	coverage_k10_lt2_pct	3.2407407407407405	-7.870370370370374	14.81481481481481	percentage_points	10000	independent_repeats_shared_complexes	POINTWISE_EXPLORATORY	10000
Yan72	10	Transfer-All	PLANTS	median_best_rmsd_A	-0.7607859572409221	-1.752334101863905	0.6064548151910202	Angstrom	10000	independent_repeats_shared_complexes	POINTWISE_EXPLORATORY	10000
Yan72	10	Transfer-All	PLANTS	valid_fraction_pct	6.944444444444443	1.3888888888888715	13.888888888888872	percentage_points	10000	independent_repeats_shared_complexes	POINTWISE_EXPLORATORY	10000
Yan72	10	Transfer-All	AutoDock-GPU	pose_density_lt2_pct	-0.27777777777777857	-5.509259259259258	4.722222222222225	percentage_points	10000	independent_repeats_shared_complexes	POINTWISE_EXPLORATORY	10000
Yan72	10	Transfer-All	AutoDock-GPU	coverage_k10_lt2_pct	6.94444444444445	-2.7777777777777857	17.592592592592588	percentage_points	10000	independent_repeats_shared_complexes	POINTWISE_EXPLORATORY	10000
Yan72	10	Transfer-All	AutoDock-GPU	median_best_rmsd_A	-0.4380636055742555	-1.067910549036625	0.1942502202754883	Angstrom	10000	independent_repeats_shared_complexes	POINTWISE_EXPLORATORY	10000
Yan72	10	Transfer-All	AutoDock-GPU	valid_fraction_pct	1.3888888888888715	0.0	4.166666666666671	percentage_points	10000	independent_repeats_shared_complexes	POINTWISE_EXPLORATORY	10000
Yan72	10	Transfer-NonSurface	Vina	pose_density_lt2_pct	-0.9722222222222214	-3.564814814814815	1.5740740740740753	percentage_points	10000	independent_repeats_shared_complexes	POINTWISE_EXPLORATORY	10000
Yan72	10	Transfer-NonSurface	Vina	coverage_k10_lt2_pct	-12.037037037037038	-22.685185185185194	-1.3888888888888893	percentage_points	10000	independent_repeats_shared_complexes	POINTWISE_EXPLORATORY	10000
Yan72	10	Transfer-NonSurface	Vina	median_best_rmsd_A	0.24713915600686587	-0.7148245363483093	1.0800846499743573	Angstrom	10000	independent_repeats_shared_complexes	POINTWISE_EXPLORATORY	10000
Yan72	10	Transfer-NonSurface	Vina	valid_fraction_pct	12.962962962962976	5.555555555555557	20.83333333333333	percentage_points	10000	independent_repeats_shared_complexes	POINTWISE_EXPLORATORY	10000
Yan72	10	Transfer-NonSurface	rDock	pose_density_lt2_pct	-27.40740740740741	-36.574074074074076	-18.472222222222225	percentage_points	10000	independent_repeats_shared_complexes	POINTWISE_EXPLORATORY	10000
Yan72	10	Transfer-NonSurface	rDock	coverage_k10_lt2_pct	-13.888888888888879	-25.000000000000007	-3.2407407407407334	percentage_points	10000	independent_repeats_shared_complexes	POINTWISE_EXPLORATORY	10000
Yan72	10	Transfer-NonSurface	rDock	median_best_rmsd_A	0.4795583310068663	-0.2834898009847139	1.0786427256675597	Angstrom	10000	independent_repeats_shared_complexes	POINTWISE_EXPLORATORY	10000
Yan72	10	Transfer-NonSurface	rDock	valid_fraction_pct	1.3888888888888715	0.0	4.166666666666671	percentage_points	10000	independent_repeats_shared_complexes	POINTWISE_EXPLORATORY	10000
Yan72	10	Transfer-NonSurface	LeDock	pose_density_lt2_pct	-22.12962962962963	-29.90856481481482	-14.953703703703702	percentage_points	10000	independent_repeats_shared_complexes	POINTWISE_EXPLORATORY	10000
Yan72	10	Transfer-NonSurface	LeDock	coverage_k10_lt2_pct	-19.907407407407405	-31.944444444444446	-7.870370370370374	percentage_points	10000	independent_repeats_shared_complexes	POINTWISE_EXPLORATORY	10000
Yan72	10	Transfer-NonSurface	LeDock	median_best_rmsd_A	0.872524986006866	0.3246635500864624	1.4250148015003994	Angstrom	10000	independent_repeats_shared_complexes	POINTWISE_EXPLORATORY	10000
Yan72	10	Transfer-NonSurface	LeDock	valid_fraction_pct	8.240740740740748	3.194444444444443	14.212962962962976	percentage_points	10000	independent_repeats_shared_complexes	POINTWISE_EXPLORATORY	10000
Yan72	10	Transfer-NonSurface	PLANTS	pose_density_lt2_pct	-2.3148148148148158	-5.0925925925925934	0.4166666666666661	percentage_points	10000	independent_repeats_shared_complexes	POINTWISE_EXPLORATORY	10000
Yan72	10	Transfer-NonSurface	PLANTS	coverage_k10_lt2_pct	-16.666666666666664	-27.77777777777778	-6.018518518518512	percentage_points	10000	independent_repeats_shared_complexes	POINTWISE_EXPLORATORY	10000
Yan72	10	Transfer-NonSurface	PLANTS	median_best_rmsd_A	0.12560390267353272	-0.8851561373675902	1.4149672284884718	Angstrom	10000	independent_repeats_shared_complexes	POINTWISE_EXPLORATORY	10000
Yan72	10	Transfer-NonSurface	PLANTS	valid_fraction_pct	6.944444444444443	1.3888888888888715	13.888888888888872	percentage_points	10000	independent_repeats_shared_complexes	POINTWISE_EXPLORATORY	10000
Yan72	10	Transfer-NonSurface	AutoDock-GPU	pose_density_lt2_pct	-9.814814814814817	-15.231481481481481	-4.861111111111112	percentage_points	10000	independent_repeats_shared_complexes	POINTWISE_EXPLORATORY	10000
Yan72	10	Transfer-NonSurface	AutoDock-GPU	coverage_k10_lt2_pct	-12.962962962962955	-23.148148148148156	-2.7777777777777786	percentage_points	10000	independent_repeats_shared_complexes	POINTWISE_EXPLORATORY	10000
Yan72	10	Transfer-NonSurface	AutoDock-GPU	median_best_rmsd_A	0.44832625434019935	-0.20772602285892386	1.0225721338501665	Angstrom	10000	independent_repeats_shared_complexes	POINTWISE_EXPLORATORY	10000
Yan72	10	Transfer-NonSurface	AutoDock-GPU	valid_fraction_pct	1.3888888888888715	0.0	4.166666666666671	percentage_points	10000	independent_repeats_shared_complexes	POINTWISE_EXPLORATORY	10000
Yan72	25	Transfer-All	Vina	pose_density_lt2_pct	9.537037037037038	5.694444444444445	13.703703703703699	percentage_points	10000	independent_repeats_shared_complexes	POINTWISE_EXPLORATORY	10000
Yan72	25	Transfer-All	Vina	coverage_k10_lt2_pct	12.499999999999993	0.9259259259259309	23.611111111111114	percentage_points	10000	independent_repeats_shared_complexes	POINTWISE_EXPLORATORY	10000
Yan72	25	Transfer-All	Vina	median_best_rmsd_A	-0.885214160827535	-1.7871136524659574	0.06106956177277652	Angstrom	10000	independent_repeats_shared_complexes	POINTWISE_EXPLORATORY	10000
Yan72	25	Transfer-All	Vina	valid_fraction_pct	12.962962962962976	5.555555555555557	20.83333333333333	percentage_points	10000	independent_repeats_shared_complexes	POINTWISE_EXPLORATORY	10000
Yan72	25	Transfer-All	rDock	pose_density_lt2_pct	-16.89814814814815	-26.111111111111104	-7.916666666666664	percentage_points	10000	independent_repeats_shared_complexes	POINTWISE_EXPLORATORY	10000
Yan72	25	Transfer-All	rDock	coverage_k10_lt2_pct	10.648148148148152	-1.3888888888888857	22.68518518518517	percentage_points	10000	independent_repeats_shared_complexes	POINTWISE_EXPLORATORY	10000
Yan72	25	Transfer-All	rDock	median_best_rmsd_A	-0.6527949858275346	-1.3499969472305604	0.08275130620779936	Angstrom	10000	independent_repeats_shared_complexes	POINTWISE_EXPLORATORY	10000
Yan72	25	Transfer-All	rDock	valid_fraction_pct	1.3888888888888715	0.0	4.166666666666671	percentage_points	10000	independent_repeats_shared_complexes	POINTWISE_EXPLORATORY	10000
Yan72	25	Transfer-All	LeDock	pose_density_lt2_pct	-11.62037037037037	-19.25925925925926	-4.583333333333332	percentage_points	10000	independent_repeats_shared_complexes	POINTWISE_EXPLORATORY	10000
Yan72	25	Transfer-All	LeDock	coverage_k10_lt2_pct	4.629629629629626	-7.870370370370367	16.66666666666667	percentage_points	10000	independent_repeats_shared_complexes	POINTWISE_EXPLORATORY	10000
Yan72	25	Transfer-All	LeDock	median_best_rmsd_A	-0.25982833082753487	-0.7207290329000234	0.34662626638559335	Angstrom	10000	independent_repeats_shared_complexes	POINTWISE_EXPLORATORY	10000
Yan72	25	Transfer-All	LeDock	valid_fraction_pct	8.240740740740748	3.194444444444443	14.212962962962976	percentage_points	10000	independent_repeats_shared_complexes	POINTWISE_EXPLORATORY	10000
Yan72	25	Transfer-All	PLANTS	pose_density_lt2_pct	8.194444444444445	4.074074074074074	12.59259259259259	percentage_points	10000	independent_repeats_shared_complexes	POINTWISE_EXPLORATORY	10000
Yan72	25	Transfer-All	PLANTS	coverage_k10_lt2_pct	7.870370370370367	-4.166666666666664	19.907407407407398	percentage_points	10000	independent_repeats_shared_complexes	POINTWISE_EXPLORATORY	10000
Yan72	25	Transfer-All	PLANTS	median_best_rmsd_A	-1.0067494141608682	-1.9989889120300206	0.42119028336644976	Angstrom	10000	independent_repeats_shared_complexes	POINTWISE_EXPLORATORY	10000
Yan72	25	Transfer-All	PLANTS	valid_fraction_pct	6.944444444444443	1.3888888888888715	13.888888888888872	percentage_points	10000	independent_repeats_shared_complexes	POINTWISE_EXPLORATORY	10000
Yan72	25	Transfer-All	AutoDock-GPU	pose_density_lt2_pct	0.6944444444444446	-4.861111111111109	5.972222222222225	percentage_points	10000	independent_repeats_shared_complexes	POINTWISE_EXPLORATORY	10000
Yan72	25	Transfer-All	AutoDock-GPU	coverage_k10_lt2_pct	11.574074074074076	0.9259259259259238	22.222222222222236	percentage_points	10000	independent_repeats_shared_complexes	POINTWISE_EXPLORATORY	10000
Yan72	25	Transfer-All	AutoDock-GPU	median_best_rmsd_A	-0.6840270624942015	-1.2665226675013572	0.012619187148516916	Angstrom	10000	independent_repeats_shared_complexes	POINTWISE_EXPLORATORY	10000
Yan72	25	Transfer-All	AutoDock-GPU	valid_fraction_pct	1.3888888888888715	0.0	4.166666666666671	percentage_points	10000	independent_repeats_shared_complexes	POINTWISE_EXPLORATORY	10000
Yan72	25	Transfer-NonSurface	Vina	pose_density_lt2_pct	3.472222222222224	0.5555555555555562	6.481481481481481	percentage_points	10000	independent_repeats_shared_complexes	POINTWISE_EXPLORATORY	10000
Yan72	25	Transfer-NonSurface	Vina	coverage_k10_lt2_pct	0.462962962962969	-10.18518518518519	11.111111111111114	percentage_points	10000	independent_repeats_shared_complexes	POINTWISE_EXPLORATORY	10000
Yan72	25	Transfer-NonSurface	Vina	median_best_rmsd_A	-0.3566989079666465	-1.2509885214192777	0.567635270045454	Angstrom	10000	independent_repeats_shared_complexes	POINTWISE_EXPLORATORY	10000
Yan72	25	Transfer-NonSurface	Vina	valid_fraction_pct	12.962962962962976	5.555555555555557	20.83333333333333	percentage_points	10000	independent_repeats_shared_complexes	POINTWISE_EXPLORATORY	10000
Yan72	25	Transfer-NonSurface	rDock	pose_density_lt2_pct	-22.962962962962962	-31.760416666666664	-14.212962962962965	percentage_points	10000	independent_repeats_shared_complexes	POINTWISE_EXPLORATORY	10000
Yan72	25	Transfer-NonSurface	rDock	coverage_k10_lt2_pct	-1.3888888888888715	-12.037037037037038	9.259259259259267	percentage_points	10000	independent_repeats_shared_complexes	POINTWISE_EXPLORATORY	10000
Yan72	25	Transfer-NonSurface	rDock	median_best_rmsd_A	-0.12427973296664607	-0.8491898799440618	0.565321133281138	Angstrom	10000	independent_repeats_shared_complexes	POINTWISE_EXPLORATORY	10000
Yan72	25	Transfer-NonSurface	rDock	valid_fraction_pct	1.3888888888888715	0.0	4.166666666666671	percentage_points	10000	independent_repeats_shared_complexes	POINTWISE_EXPLORATORY	10000
Yan72	25	Transfer-NonSurface	LeDock	pose_density_lt2_pct	-17.685185185185183	-25.324074074074076	-10.694444444444448	percentage_points	10000	independent_repeats_shared_complexes	POINTWISE_EXPLORATORY	10000
Yan72	25	Transfer-NonSurface	LeDock	coverage_k10_lt2_pct	-7.407407407407398	-18.981481481481488	4.166666666666671	percentage_points	10000	independent_repeats_shared_complexes	POINTWISE_EXPLORATORY	10000
Yan72	25	Transfer-NonSurface	LeDock	median_best_rmsd_A	0.26868692203335365	-0.21767812564906622	0.8883829341114935	Angstrom	10000	independent_repeats_shared_complexes	POINTWISE_EXPLORATORY	10000
Yan72	25	Transfer-NonSurface	LeDock	valid_fraction_pct	8.240740740740748	3.194444444444443	14.212962962962976	percentage_points	10000	independent_repeats_shared_complexes	POINTWISE_EXPLORATORY	10000
Yan72	25	Transfer-NonSurface	PLANTS	pose_density_lt2_pct	2.1296296296296298	-1.0185185185185173	5.3240740740740735	percentage_points	10000	independent_repeats_shared_complexes	POINTWISE_EXPLORATORY	10000
Yan72	25	Transfer-NonSurface	PLANTS	coverage_k10_lt2_pct	-4.166666666666657	-14.351851851851855	6.018518518518526	percentage_points	10000	independent_repeats_shared_complexes	POINTWISE_EXPLORATORY	10000
Yan72	25	Transfer-NonSurface	PLANTS	median_best_rmsd_A	-0.47823416129997964	-1.4235110093020669	0.8944253763726234	Angstrom	10000	independent_repeats_shared_complexes	POINTWISE_EXPLORATORY	10000
Yan72	25	Transfer-NonSurface	PLANTS	valid_fraction_pct	6.944444444444443	1.3888888888888715	13.888888888888872	percentage_points	10000	independent_repeats_shared_complexes	POINTWISE_EXPLORATORY	10000
Yan72	25	Transfer-NonSurface	AutoDock-GPU	pose_density_lt2_pct	-5.37037037037037	-10.601851851851853	-0.5555555555555554	percentage_points	10000	independent_repeats_shared_complexes	POINTWISE_EXPLORATORY	10000
Yan72	25	Transfer-NonSurface	AutoDock-GPU	coverage_k10_lt2_pct	-0.4629629629629477	-9.722222222222229	8.796296296296283	percentage_points	10000	independent_repeats_shared_complexes	POINTWISE_EXPLORATORY	10000
Yan72	25	Transfer-NonSurface	AutoDock-GPU	median_best_rmsd_A	-0.15551180963331301	-0.7441540644352882	0.504551318546255	Angstrom	10000	independent_repeats_shared_complexes	POINTWISE_EXPLORATORY	10000
Yan72	25	Transfer-NonSurface	AutoDock-GPU	valid_fraction_pct	1.3888888888888715	0.0	4.166666666666671	percentage_points	10000	independent_repeats_shared_complexes	POINTWISE_EXPLORATORY	10000
Yan72	50	Transfer-All	Vina	pose_density_lt2_pct	13.472222222222221	9.166666666666666	18.055555555555557	percentage_points	10000	independent_repeats_shared_complexes	POINTWISE_EXPLORATORY	10000
Yan72	50	Transfer-All	Vina	coverage_k10_lt2_pct	17.592592592592595	6.944444444444436	28.703703703703702	percentage_points	10000	independent_repeats_shared_complexes	POINTWISE_EXPLORATORY	10000
Yan72	50	Transfer-All	Vina	median_best_rmsd_A	-1.0057709112778774	-1.949040836201787	-0.193028676038568	Angstrom	10000	independent_repeats_shared_complexes	POINTWISE_EXPLORATORY	10000
Yan72	50	Transfer-All	Vina	valid_fraction_pct	12.962962962962976	5.555555555555557	20.83333333333333	percentage_points	10000	independent_repeats_shared_complexes	POINTWISE_EXPLORATORY	10000
Yan72	50	Transfer-All	rDock	pose_density_lt2_pct	-12.962962962962965	-22.175925925925924	-3.8888888888888893	percentage_points	10000	independent_repeats_shared_complexes	POINTWISE_EXPLORATORY	10000
Yan72	50	Transfer-All	rDock	coverage_k10_lt2_pct	15.740740740740755	3.7037037037037024	27.77777777777777	percentage_points	10000	independent_repeats_shared_complexes	POINTWISE_EXPLORATORY	10000
Yan72	50	Transfer-All	rDock	median_best_rmsd_A	-0.773351736277877	-1.531090047812208	-0.15099686225676573	Angstrom	10000	independent_repeats_shared_complexes	POINTWISE_EXPLORATORY	10000
Yan72	50	Transfer-All	rDock	valid_fraction_pct	1.3888888888888715	0.0	4.166666666666671	percentage_points	10000	independent_repeats_shared_complexes	POINTWISE_EXPLORATORY	10000
