benchmark_set	population	method	top_n	n_complexes	success_count	success_rate	success_pct	complex_failure_count	invalid_pose_count	ranking_policy
Yan72	rankable_lt2	PLANTS-CHEMPLP-1.2	1	54	34	0.6296296296296297	62.96296296296296	4	160	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Yan72	rankable_lt2	PLANTS-CHEMPLP-1.2	2	54	35	0.6481481481481481	64.81481481481481	4	160	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Yan72	rankable_lt2	PLANTS-CHEMPLP-1.2	3	54	39	0.7222222222222222	72.22222222222223	4	160	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Yan72	rankable_lt2	PLANTS-CHEMPLP-1.2	4	54	43	0.7962962962962963	79.62962962962963	4	160	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Yan72	rankable_lt2	PLANTS-CHEMPLP-1.2	5	54	43	0.7962962962962963	79.62962962962963	4	160	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Yan72	rankable_lt2	PLANTS-CHEMPLP-1.2	6	54	44	0.8148148148148148	81.48148148148148	4	160	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Yan72	rankable_lt2	PLANTS-CHEMPLP-1.2	7	54	45	0.8333333333333334	83.33333333333333	4	160	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Yan72	rankable_lt2	PLANTS-CHEMPLP-1.2	8	54	45	0.8333333333333334	83.33333333333333	4	160	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Yan72	rankable_lt2	PLANTS-CHEMPLP-1.2	9	54	46	0.8518518518518519	85.18518518518519	4	160	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Yan72	rankable_lt2	PLANTS-CHEMPLP-1.2	10	54	46	0.8518518518518519	85.18518518518519	4	160	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Ruiz52	full	SurfNA-scorer0	1	52	22	0.4230769230769231	42.30769230769231	0	0	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Ruiz52	full	SurfNA-scorer0	2	52	26	0.5	50.0	0	0	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Ruiz52	full	SurfNA-scorer0	3	52	27	0.5192307692307693	51.92307692307692	0	0	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Ruiz52	full	SurfNA-scorer0	4	52	27	0.5192307692307693	51.92307692307692	0	0	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Ruiz52	full	SurfNA-scorer0	5	52	27	0.5192307692307693	51.92307692307692	0	0	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Ruiz52	full	SurfNA-scorer0	6	52	27	0.5192307692307693	51.92307692307692	0	0	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Ruiz52	full	SurfNA-scorer0	7	52	27	0.5192307692307693	51.92307692307692	0	0	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Ruiz52	full	SurfNA-scorer0	8	52	27	0.5192307692307693	51.92307692307692	0	0	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Ruiz52	full	SurfNA-scorer0	9	52	27	0.5192307692307693	51.92307692307692	0	0	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Ruiz52	full	SurfNA-scorer0	10	52	29	0.5576923076923077	55.76923076923077	0	0	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Ruiz52	full	AutoDock-Vina-1.2.7	1	52	14	0.2692307692307692	26.923076923076923	1	44	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Ruiz52	full	AutoDock-Vina-1.2.7	2	52	18	0.34615384615384615	34.61538461538461	1	44	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Ruiz52	full	AutoDock-Vina-1.2.7	3	52	21	0.40384615384615385	40.38461538461539	1	44	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Ruiz52	full	AutoDock-Vina-1.2.7	4	52	21	0.40384615384615385	40.38461538461539	1	44	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Ruiz52	full	AutoDock-Vina-1.2.7	5	52	24	0.46153846153846156	46.15384615384615	1	44	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Ruiz52	full	AutoDock-Vina-1.2.7	6	52	26	0.5	50.0	1	44	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Ruiz52	full	AutoDock-Vina-1.2.7	7	52	28	0.5384615384615384	53.84615384615385	1	44	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Ruiz52	full	AutoDock-Vina-1.2.7	8	52	29	0.5576923076923077	55.76923076923077	1	44	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Ruiz52	full	AutoDock-Vina-1.2.7	9	52	29	0.5576923076923077	55.76923076923077	1	44	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Ruiz52	full	AutoDock-Vina-1.2.7	10	52	29	0.5576923076923077	55.76923076923077	1	44	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Ruiz52	full	rDock-26.05-alpha	1	52	12	0.23076923076923078	23.076923076923077	0	0	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Ruiz52	full	rDock-26.05-alpha	2	52	17	0.3269230769230769	32.69230769230769	0	0	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Ruiz52	full	rDock-26.05-alpha	3	52	18	0.34615384615384615	34.61538461538461	0	0	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Ruiz52	full	rDock-26.05-alpha	4	52	22	0.4230769230769231	42.30769230769231	0	0	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Ruiz52	full	rDock-26.05-alpha	5	52	23	0.4423076923076923	44.23076923076923	0	0	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Ruiz52	full	rDock-26.05-alpha	6	52	24	0.46153846153846156	46.15384615384615	0	0	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Ruiz52	full	rDock-26.05-alpha	7	52	25	0.4807692307692308	48.07692307692308	0	0	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Ruiz52	full	rDock-26.05-alpha	8	52	26	0.5	50.0	0	0	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Ruiz52	full	rDock-26.05-alpha	9	52	27	0.5192307692307693	51.92307692307692	0	0	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Ruiz52	full	rDock-26.05-alpha	10	52	29	0.5576923076923077	55.76923076923077	0	0	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Ruiz52	full	PLANTS-CHEMPLP-1.2	1	52	17	0.3269230769230769	32.69230769230769	2	80	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Ruiz52	full	PLANTS-CHEMPLP-1.2	2	52	23	0.4423076923076923	44.23076923076923	2	80	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Ruiz52	full	PLANTS-CHEMPLP-1.2	3	52	25	0.4807692307692308	48.07692307692308	2	80	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Ruiz52	full	PLANTS-CHEMPLP-1.2	4	52	27	0.5192307692307693	51.92307692307692	2	80	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Ruiz52	full	PLANTS-CHEMPLP-1.2	5	52	27	0.5192307692307693	51.92307692307692	2	80	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Ruiz52	full	PLANTS-CHEMPLP-1.2	6	52	28	0.5384615384615384	53.84615384615385	2	80	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Ruiz52	full	PLANTS-CHEMPLP-1.2	7	52	28	0.5384615384615384	53.84615384615385	2	80	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Ruiz52	full	PLANTS-CHEMPLP-1.2	8	52	28	0.5384615384615384	53.84615384615385	2	80	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Ruiz52	full	PLANTS-CHEMPLP-1.2	9	52	29	0.5576923076923077	55.76923076923077	2	80	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Ruiz52	full	PLANTS-CHEMPLP-1.2	10	52	29	0.5576923076923077	55.76923076923077	2	80	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Ruiz52	rankable_lt2	SurfNA-scorer0	1	32	22	0.6875	68.75	0	0	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Ruiz52	rankable_lt2	SurfNA-scorer0	2	32	26	0.8125	81.25	0	0	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Ruiz52	rankable_lt2	SurfNA-scorer0	3	32	27	0.84375	84.375	0	0	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Ruiz52	rankable_lt2	SurfNA-scorer0	4	32	27	0.84375	84.375	0	0	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Ruiz52	rankable_lt2	SurfNA-scorer0	5	32	27	0.84375	84.375	0	0	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Ruiz52	rankable_lt2	SurfNA-scorer0	6	32	27	0.84375	84.375	0	0	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Ruiz52	rankable_lt2	SurfNA-scorer0	7	32	27	0.84375	84.375	0	0	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Ruiz52	rankable_lt2	SurfNA-scorer0	8	32	27	0.84375	84.375	0	0	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Ruiz52	rankable_lt2	SurfNA-scorer0	9	32	27	0.84375	84.375	0	0	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Ruiz52	rankable_lt2	SurfNA-scorer0	10	32	29	0.90625	90.625	0	0	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Ruiz52	rankable_lt2	AutoDock-Vina-1.2.7	1	32	14	0.4375	43.75	1	41	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Ruiz52	rankable_lt2	AutoDock-Vina-1.2.7	2	32	18	0.5625	56.25	1	41	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Ruiz52	rankable_lt2	AutoDock-Vina-1.2.7	3	32	21	0.65625	65.625	1	41	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Ruiz52	rankable_lt2	AutoDock-Vina-1.2.7	4	32	21	0.65625	65.625	1	41	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Ruiz52	rankable_lt2	AutoDock-Vina-1.2.7	5	32	24	0.75	75.0	1	41	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Ruiz52	rankable_lt2	AutoDock-Vina-1.2.7	6	32	26	0.8125	81.25	1	41	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Ruiz52	rankable_lt2	AutoDock-Vina-1.2.7	7	32	28	0.875	87.5	1	41	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Ruiz52	rankable_lt2	AutoDock-Vina-1.2.7	8	32	29	0.90625	90.625	1	41	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Ruiz52	rankable_lt2	AutoDock-Vina-1.2.7	9	32	29	0.90625	90.625	1	41	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Ruiz52	rankable_lt2	AutoDock-Vina-1.2.7	10	32	29	0.90625	90.625	1	41	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Ruiz52	rankable_lt2	rDock-26.05-alpha	1	32	12	0.375	37.5	0	0	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Ruiz52	rankable_lt2	rDock-26.05-alpha	2	32	17	0.53125	53.125	0	0	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Ruiz52	rankable_lt2	rDock-26.05-alpha	3	32	18	0.5625	56.25	0	0	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Ruiz52	rankable_lt2	rDock-26.05-alpha	4	32	22	0.6875	68.75	0	0	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Ruiz52	rankable_lt2	rDock-26.05-alpha	5	32	23	0.71875	71.875	0	0	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Ruiz52	rankable_lt2	rDock-26.05-alpha	6	32	24	0.75	75.0	0	0	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Ruiz52	rankable_lt2	rDock-26.05-alpha	7	32	25	0.78125	78.125	0	0	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Ruiz52	rankable_lt2	rDock-26.05-alpha	8	32	26	0.8125	81.25	0	0	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Ruiz52	rankable_lt2	rDock-26.05-alpha	9	32	27	0.84375	84.375	0	0	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Ruiz52	rankable_lt2	rDock-26.05-alpha	10	32	29	0.90625	90.625	0	0	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Ruiz52	rankable_lt2	PLANTS-CHEMPLP-1.2	1	32	17	0.53125	53.125	1	40	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Ruiz52	rankable_lt2	PLANTS-CHEMPLP-1.2	2	32	23	0.71875	71.875	1	40	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Ruiz52	rankable_lt2	PLANTS-CHEMPLP-1.2	3	32	25	0.78125	78.125	1	40	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Ruiz52	rankable_lt2	PLANTS-CHEMPLP-1.2	4	32	27	0.84375	84.375	1	40	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Ruiz52	rankable_lt2	PLANTS-CHEMPLP-1.2	5	32	27	0.84375	84.375	1	40	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Ruiz52	rankable_lt2	PLANTS-CHEMPLP-1.2	6	32	28	0.875	87.5	1	40	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Ruiz52	rankable_lt2	PLANTS-CHEMPLP-1.2	7	32	28	0.875	87.5	1	40	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Ruiz52	rankable_lt2	PLANTS-CHEMPLP-1.2	8	32	28	0.875	87.5	1	40	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Ruiz52	rankable_lt2	PLANTS-CHEMPLP-1.2	9	32	29	0.90625	90.625	1	40	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Ruiz52	rankable_lt2	PLANTS-CHEMPLP-1.2	10	32	29	0.90625	90.625	1	40	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Chen52	full	SurfNA-scorer0	1	52	27	0.5192307692307693	51.92307692307692	0	0	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Chen52	full	SurfNA-scorer0	2	52	31	0.5961538461538461	59.61538461538461	0	0	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Chen52	full	SurfNA-scorer0	3	52	34	0.6538461538461539	65.38461538461539	0	0	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Chen52	full	SurfNA-scorer0	4	52	34	0.6538461538461539	65.38461538461539	0	0	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Chen52	full	SurfNA-scorer0	5	52	34	0.6538461538461539	65.38461538461539	0	0	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Chen52	full	SurfNA-scorer0	6	52	35	0.6730769230769231	67.3076923076923	0	0	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Chen52	full	SurfNA-scorer0	7	52	35	0.6730769230769231	67.3076923076923	0	0	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Chen52	full	SurfNA-scorer0	8	52	35	0.6730769230769231	67.3076923076923	0	0	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Chen52	full	SurfNA-scorer0	9	52	35	0.6730769230769231	67.3076923076923	0	0	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Chen52	full	SurfNA-scorer0	10	52	36	0.6923076923076923	69.23076923076923	0	0	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Chen52	full	AutoDock-Vina-1.2.7	1	52	19	0.36538461538461536	36.53846153846154	1	49	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Chen52	full	AutoDock-Vina-1.2.7	2	52	24	0.46153846153846156	46.15384615384615	1	49	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Chen52	full	AutoDock-Vina-1.2.7	3	52	26	0.5	50.0	1	49	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Chen52	full	AutoDock-Vina-1.2.7	4	52	26	0.5	50.0	1	49	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Chen52	full	AutoDock-Vina-1.2.7	5	52	28	0.5384615384615384	53.84615384615385	1	49	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Chen52	full	AutoDock-Vina-1.2.7	6	52	30	0.5769230769230769	57.69230769230769	1	49	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Chen52	full	AutoDock-Vina-1.2.7	7	52	32	0.6153846153846154	61.53846153846154	1	49	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Chen52	full	AutoDock-Vina-1.2.7	8	52	33	0.6346153846153846	63.46153846153846	1	49	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Chen52	full	AutoDock-Vina-1.2.7	9	52	33	0.6346153846153846	63.46153846153846	1	49	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Chen52	full	AutoDock-Vina-1.2.7	10	52	34	0.6538461538461539	65.38461538461539	1	49	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Chen52	full	rDock-26.05-alpha	1	52	16	0.3076923076923077	30.76923076923077	0	0	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Chen52	full	rDock-26.05-alpha	2	52	22	0.4230769230769231	42.30769230769231	0	0	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Chen52	full	rDock-26.05-alpha	3	52	23	0.4423076923076923	44.23076923076923	0	0	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Chen52	full	rDock-26.05-alpha	4	52	26	0.5	50.0	0	0	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Chen52	full	rDock-26.05-alpha	5	52	27	0.5192307692307693	51.92307692307692	0	0	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Chen52	full	rDock-26.05-alpha	6	52	28	0.5384615384615384	53.84615384615385	0	0	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Chen52	full	rDock-26.05-alpha	7	52	30	0.5769230769230769	57.69230769230769	0	0	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Chen52	full	rDock-26.05-alpha	8	52	31	0.5961538461538461	59.61538461538461	0	0	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Chen52	full	rDock-26.05-alpha	9	52	32	0.6153846153846154	61.53846153846154	0	0	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Chen52	full	rDock-26.05-alpha	10	52	34	0.6538461538461539	65.38461538461539	0	0	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Chen52	full	PLANTS-CHEMPLP-1.2	1	52	18	0.34615384615384615	34.61538461538461	3	120	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Chen52	full	PLANTS-CHEMPLP-1.2	2	52	22	0.4230769230769231	42.30769230769231	3	120	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Chen52	full	PLANTS-CHEMPLP-1.2	3	52	25	0.4807692307692308	48.07692307692308	3	120	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Chen52	full	PLANTS-CHEMPLP-1.2	4	52	28	0.5384615384615384	53.84615384615385	3	120	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Chen52	full	PLANTS-CHEMPLP-1.2	5	52	29	0.5576923076923077	55.76923076923077	3	120	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Chen52	full	PLANTS-CHEMPLP-1.2	6	52	30	0.5769230769230769	57.69230769230769	3	120	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Chen52	full	PLANTS-CHEMPLP-1.2	7	52	31	0.5961538461538461	59.61538461538461	3	120	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Chen52	full	PLANTS-CHEMPLP-1.2	8	52	31	0.5961538461538461	59.61538461538461	3	120	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Chen52	full	PLANTS-CHEMPLP-1.2	9	52	32	0.6153846153846154	61.53846153846154	3	120	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Chen52	full	PLANTS-CHEMPLP-1.2	10	52	32	0.6153846153846154	61.53846153846154	3	120	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Chen52	rankable_lt2	SurfNA-scorer0	1	38	27	0.7105263157894737	71.05263157894737	0	0	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Chen52	rankable_lt2	SurfNA-scorer0	2	38	31	0.8157894736842105	81.57894736842105	0	0	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Chen52	rankable_lt2	SurfNA-scorer0	3	38	34	0.8947368421052632	89.47368421052632	0	0	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Chen52	rankable_lt2	SurfNA-scorer0	4	38	34	0.8947368421052632	89.47368421052632	0	0	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Chen52	rankable_lt2	SurfNA-scorer0	5	38	34	0.8947368421052632	89.47368421052632	0	0	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Chen52	rankable_lt2	SurfNA-scorer0	6	38	35	0.9210526315789473	92.10526315789474	0	0	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Chen52	rankable_lt2	SurfNA-scorer0	7	38	35	0.9210526315789473	92.10526315789474	0	0	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Chen52	rankable_lt2	SurfNA-scorer0	8	38	35	0.9210526315789473	92.10526315789474	0	0	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Chen52	rankable_lt2	SurfNA-scorer0	9	38	35	0.9210526315789473	92.10526315789474	0	0	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Chen52	rankable_lt2	SurfNA-scorer0	10	38	36	0.9473684210526315	94.73684210526316	0	0	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Chen52	rankable_lt2	AutoDock-Vina-1.2.7	1	38	19	0.5	50.0	1	46	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Chen52	rankable_lt2	AutoDock-Vina-1.2.7	2	38	24	0.631578947368421	63.1578947368421	1	46	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Chen52	rankable_lt2	AutoDock-Vina-1.2.7	3	38	26	0.6842105263157895	68.42105263157895	1	46	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Chen52	rankable_lt2	AutoDock-Vina-1.2.7	4	38	26	0.6842105263157895	68.42105263157895	1	46	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Chen52	rankable_lt2	AutoDock-Vina-1.2.7	5	38	28	0.7368421052631579	73.6842105263158	1	46	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Chen52	rankable_lt2	AutoDock-Vina-1.2.7	6	38	30	0.7894736842105263	78.94736842105263	1	46	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Chen52	rankable_lt2	AutoDock-Vina-1.2.7	7	38	32	0.8421052631578947	84.21052631578948	1	46	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Chen52	rankable_lt2	AutoDock-Vina-1.2.7	8	38	33	0.868421052631579	86.84210526315789	1	46	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Chen52	rankable_lt2	AutoDock-Vina-1.2.7	9	38	33	0.868421052631579	86.84210526315789	1	46	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Chen52	rankable_lt2	AutoDock-Vina-1.2.7	10	38	34	0.8947368421052632	89.47368421052632	1	46	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Chen52	rankable_lt2	rDock-26.05-alpha	1	38	16	0.42105263157894735	42.10526315789474	0	0	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Chen52	rankable_lt2	rDock-26.05-alpha	2	38	22	0.5789473684210527	57.89473684210526	0	0	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Chen52	rankable_lt2	rDock-26.05-alpha	3	38	23	0.6052631578947368	60.526315789473685	0	0	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Chen52	rankable_lt2	rDock-26.05-alpha	4	38	26	0.6842105263157895	68.42105263157895	0	0	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Chen52	rankable_lt2	rDock-26.05-alpha	5	38	27	0.7105263157894737	71.05263157894737	0	0	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Chen52	rankable_lt2	rDock-26.05-alpha	6	38	28	0.7368421052631579	73.6842105263158	0	0	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Chen52	rankable_lt2	rDock-26.05-alpha	7	38	30	0.7894736842105263	78.94736842105263	0	0	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Chen52	rankable_lt2	rDock-26.05-alpha	8	38	31	0.8157894736842105	81.57894736842105	0	0	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
